IBGE;NU_IDENTIFICADOR;ident_nome;ident_tplog;ident_log;ident_numero;ident_comp;ident_bairro;ident_cep;ident_municipio;ident_uf;ident_email;ident_tel;ident_ramal;ident_fax;ident_dt_imp;q25
293050;2930503409676;CENTRO DE CONVIVÊNCIA CANTO;14;POVOADO CANTO;0;;ZONA RURAL;48700000;SERRINHA;BA;convivenciacentro16@hotmail.com;(75) 32612160;;;01/01/2016;esporte, pintura em papeis, dinâmicas em grupos, atividades lúdicas,concientização sobre a higiene. 
293050;2930503409678;CENTRO DE CONVIVÊNCIA MACAMBIRA;14;POVOADO MACAMBIRA;0;;ZONA RURAL;48700000;SERRINHA;BA;convivencia16@hotmail.com;(75) 32612160;;;01/01/2016;esporte, pintura em papeis, conscientização sobre a higiene.
293050;2930503409680;CENTRO DE CONVIVÊNCIA SEGUNDA AGUADA;14;POVOADO SEGUNDA AGUADA;1;CASA;ZONA RURAL;48700000;SERRINHA;BA;convivencia16@hotmail.com;(75) 32612160;;;01/01/2016;esporte, pintura em papeis,dinâmicas em grupos, atividades lúdicas,concientização sobre higiene.
293050;2930503411846;CENTRO DE CONVIVÊNCIA DO MURICI;14;POVOADO DE MUCURI;0;casa;ZONA RURAL;48700000;SERRINHA;BA;crassha@hotmail.com;(75) 32616412;;;01/04/2017;atividades lúdicas,palestras,oficinas.
293070;2930703403037;CENTRO DE CONVIVÊNCIA Nucleo Cova da Gia;32;Colorado;sn;;Cova da Gia;43700000;SIMOES FILHO;BA;sedes@simoesfilho.ba.gov.br;(71) 32954600;;(71) 32954602;20/06/2014;Abordagem de temas específicos:violência,drogas,datas comemorativas,etc.Oficina de artesanato e culinária, desenhos e roda de bate papo. 
293070;2930703403040;CENTRO DE CONVIVÊNCIA Nucleo de Aratu;32;Da Linha;sn;;Aratu;43700000;SIMOES FILHO;BA;sedes@simoesfilho.ba.gov.br;(71) 32954600;;(71) 32954602;20/06/2014;Roda de bate papo com leitura e discussão, Apresentação e discussão, Atividade de filme temático.  
293070;2930703403041;CENTRO DE CONVIVÊNCIA Nucleo de Mapele;32;Direta de Mapele;sn;Final de Linha;Mapele;43700000;SIMOES FILHO;BA;sedes@simoesfilho.ba.gov.br;(71) 32954600;;(71) 32954602;20/06/2014;Abordagem de temas específicos: violência,  uso de drogas, datas comemorativas e etc.oficina de artesanato e culinária, pintura e roda de bate papo
293140;2931403403046;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO FILANTRÓPICA ESPERANÇA;32;Rua do Bambú;230;0;Lustosa;44283000;TEODORO SAMPAIO;BA;goncalves_ph@hotmail.com;(75) 32377204;0;;02/10/2008;A CADA QUIZE DIAS É REALIZADA O ''GRUPO DE FAMÍLIAS''DA INSTITUIÇÃO E DA COMUNIDADE.
293190;2931903407673;CENTRO DE CONVIVÊNCIA CREGUENHEM;44;POVOADO DE CREGUENHEM;1;;CREGUENHEM;48790000;TUCANO;BA;scfvservicodeconvivencia10@gmail.com;(75) 32721997;;;10/03/2014;"Atividades intergeracionais, Oficinas sobre temas transversais (saúde, meio ambiente, cultura, esporte, etc.)
 Oficinas sobre direitos e programa,Atividades recreativas e/ou lúdicas,  Oficinas sobre temas transversais"
293190;2931903407674;CENTRO DE CONVIVÊNCIA JORRINHO;44;POVOADO DE JORRINHO;0;;JORRINHO;48790000;TUCANO;BA;scfvservicodeconvivencia10@gmail.com;(75) 32721997;;;10/03/2014;oficinas com temas transversais, palestras, atividades recreativas e/ou lúdicas, atividades físicas
293190;2931903407675;CENTRO DE CONVIVÊNCIA MANDAÇAIA;44;POVOADO DE MANDAÇAIA;0;;MANDAÇAIA;48790000;TUCANO;BA;scfvservicodeconvivencia10@gmail.com;(75) 32721997;;;10/03/2014;Oficinas sobre temas transversais, Atividades intergeracionais, tividades físicas (esportes, ginástica)Atividades recreativas e/ou lúdicas
293190;2931903407677;CENTRO DE CONVIVÊNCIA OLHOS D?AGUA;44;POVOADO DE OLHOS DÁGUA;0;;OLHOS D?AGUA;48790000;TUCANO;BA;scfvservicodeconvivencia10@gmail.com;(75) 32721997;;;10/03/2014;Atividades recreativas e/ou lúdicas,Atividades intergeracionais,Oficinas sobre direitos e programas sociais
293190;2931903407679;CENTRO DE CONVIVÊNCIA QUIXABA SANTA RITA;44;POVOADO DE QUIXABA SANTA RITA;0;;QUIXABA SANTA RITA;48790000;TUCANO;BA;scfvservicodeconvivencia10@gmail.com;(75) 32721997;;;10/03/2014;Oficinas sobre temas transversais,Oficinas sobre direitos e programas sociais,Atividades intergeracionais,Atividades recreativas e/ou lúdicas.
293190;2931903407682;CENTRO DE CONVIVÊNCIA LAGOA DOS QUATIS;44;POVOADO LAGOA DOS QUATIS;0;;LAGOA DOS QUATIS;48790000;TUCANO;BA;scfvservicodeconvivencia10@gmail.com;(75) 32721997;;;10/03/2014;"Oficinas sobre temas transversais,
Oficinas sobre direitos e programas sociais
 Oficinas, seminários, palestras,
Atividades intergeracionais
 Atividades com participação da comunidade,Atividades recreativas e/ou lúdicas"
293190;2931903407683;CENTRO DE CONVIVÊNCIA PEDRA GRANDE DO CURTUME;44;POVOADO PEDRA GRANDE DO CURTUME;0;;PEDRA GRANDE DO CURTUME;48790000;TUCANO;BA;scfvservicodeconvivencia10@gmail.com;(75) 32721997;;;10/03/2014;Oficinas sobre temas transversais,Oficinas sobre direitos e programas sociais,Atividades com participação da comunidade,Atividades recreativas e/ou lúdicas
293190;2931903409827;CENTRO DE CONVIVÊNCIA CRAS RUA NOVA;32;POVOADO DE RUA NOVA;0;;CENTRO;48790000;TUCANO;BA;servicodeconvivencia10@gmail.com;(75) 32721997;;;01/03/2013;"Oficinas sobre temas transversais,
Oficinas sobre direitos e programas sociais,
Atividades intergeracionais,
Atividades recreativas e/ou lúdicas"
293200;2932003403064;CENTRO DE CONVIVÊNCIA ABRIGO DOS IDOSOS SÃO VICENTE DE PAULO;32;SÃO PAULO;404;CASA;CENTRO;48950000;UAUA;BA;idosouaua.vicentinos@hotmail.com;(74) 999969783;;36731697;01/09/2003;ATIVIDADES QUE INCENTIVAM A AUTO-ESTIMA, CONSTRUÇÃO DA AUTONOMIA, O ACESSO A DIREITOS, PROMOÇAO DE BEM ESTAR SOCIAL. OFICINAS DE PINTURA, PATCHWORK, ARTESANATO, ATIVIDADES FÍSICAS, ARTES PLASTICA. 
293230;2932303403067;CENTRO DE CONVIVÊNCIA CENTRO COMUNITÁRIO BATISTA  PR. JERONIMO VIEIRA LOPES;32;RUA PEDRO CALMOM;120;PRÉDIO;RELÍQUIA;45550000;UBATA;BA;ccbjeronimo_ubata@hotmail.com;(73) 32451247;0;;13/11/2002;"Palestras de fortalecimento de vínculo familiar e comunitário,
Aula de Música (violão e flauta),
Coral SCFV,
Peças teatrais,
Atendimentos individuais e grupais,
Reforço Escolar,
"
293310;2933103403069;CENTRO DE CONVIVÊNCIA DA SEDE;3;Antonio Carneiro;0;casa;Centro;44715000;VARZEA DO POCO;BA;crasvp@gmail.com;(74) 36392540;;;20/06/2013;Oficina de culinária,data comemorativas e atividades externas.
293330;2933303400308;CENTRO DE CONVIVÊNCIA INSTITUTO SOCIAL PADRE BENEDITO SOARES;3;Avenida Antonio Nascimento;800;;Patrópolis;45003135;VITORIA DA CONQUISTA;BA;aapmenor@ig.com.br;(77) 34246532;;;19/08/1989;Coral, judo, musica instrumental,recreação, futebol, reforço escolar, informatica, palestra, encontro com os pais.
293330;2933303400309;CENTRO DE CONVIVÊNCIA Associação Sul Brasileira de Educação e Assistência Social - ASBEAS;3;Avenida Frei Benjamim;1347;;Brasil;45051555;VITORIA DA CONQUISTA;BA;lsc_orfanato@yahoo.com.br;(77) 34235254;;;29/04/1962;Oferta de atividades de educação Ambiental despertando a consciencia de que o ser humano é parte do meio ambiente mediante a crise ambiental, realização de oficina de musicalização violão, oficina de dança, Karate, alimentação balanceada, letramento e atividades na educação formal, oficina de teatro, Aulas de educação Religiosa, Implantação do projeto Banco e Loja, Visitas domiciliares,Reunioes com a familia e comunidade , comemoração de datas festivas, Grupo terapeutico para crianças, formação continuada para educadores, oficinas de artesanato.
293330;2933303400311;CENTRO DE CONVIVÊNCIA FUNDAÇÃO DE ASSISTÊNCIA E DESENVOLVIMENTO HUMANO PARA CRIANÇA, ADOLESCENTES E SEUS FAMILIARES DE VITORIA DA CONQUISTA-BA - FAMEC;3;Avenida Ivo Freire de Aguiar;0;;Candeias;45050460;VITORIA DA CONQUISTA;BA;famec.vc@gmail.com;(77) 34244709;;;12/04/1949;Oficina de percussão, capoeira, judo, coral, flauta, futebol e artesanato. Grupos de familia e de adolescentes.
293330;2933303400313;CENTRO DE CONVIVÊNCIA Pastoral do Menor Nossa Senhora de Fátima;3;Avenida Maranhão;333;;Ibirapuera;45075010;VITORIA DA CONQUISTA;BA;pamenaprendiz@gmail.com;(77) 34254096;;;16/03/1995;Oficinas, atividades de arte, culturais debates com temas transversais, dinâmica de grupo, estudo de caso, leituras de reportagens, recreação, jogos, estudos literários, contação de historia.
293330;2933303400314;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE VITÓRIA DA CONQUISTA - APAE;3;Avenida Rosa Cruz;135;;Recreio;45028045;VITORIA DA CONQUISTA;BA;apaevca@yahoo.com.br;(77) 21027100;;(77) 21027111;01/03/1977;Todas as atividades citadas anteriormente
293330;2933303401581;CENTRO DE CONVIVÊNCIA Programa Vivendo a Terceira Idade;27;Praça Tancredo Neves;11;;Centro;45000000;VITORIA DA CONQUISTA;BA;mainovaes@hotmail.com;(77) 34228212;;;20/11/1997;Grupos de convivência, aulas de artesanato, escolarização, aulas de informatica, aulas de flauta doce, aulas de teoria musical, coral, grupo de contadores de historia, teatro, reciclagem, bailes, passeios e ações sociais.
293330;2933303403077;CENTRO DE CONVIVÊNCIA INSTITUTO SOCIAL CRECHE BELA VISTA - ISBV;32;Rua Cláudia Botelho;30;;Bela Vista;45050010;VITORIA DA CONQUISTA;BA;crechebelavista@ig.com.br;(77) 34210072;;;22/02/1985;Teatro, dança, arte, musicalização, reforço escolar , culinaria, atividades de palestras, encontro com grupo de trabalho e com a comunidade.
293330;2933303403078;CENTRO DE CONVIVÊNCIA Programa Conquista Criança;32;Rua D;0;;Cidade Modelo;45000000;VITORIA DA CONQUISTA;BA;conquistacrianca@gmail.com;(77) 34228135;;;17/09/1997;Oficinas de ballet, artesanato, musica, teatro, futsal, informatica, Karate, judo, aula de bordados e manutenção da horta.
293330;2933303403079;CENTRO DE CONVIVÊNCIA UNIÃO DE MULHERES DE VITÓRIA DA CONQUISTA;32;Rua Dinaelza Coqueiro;44;;Ibirapuera;45075290;VITORIA DA CONQUISTA;BA;umvc1983@gmail.com;(77) 34234146;;;13/11/1983;Reuniões tematicas, oficinas tematicas e cursos para geração de renda.
293330;2933303403080;CENTRO DE CONVIVÊNCIA Pastoral do Menor Nossa Senhora das Graças;32;Rua E;55;;Cruzeiro;45003030;VITORIA DA CONQUISTA;BA;pamen.nsg@bol.com.br;(77) 34219032;;;19/03/1996;Nesta unidade são realizadas atividades de: acolhimento, atividade de orientação humana Cristâ, oficina socioeducativa, (educação, cultura, esporte e lazer).
293330;2933303403081;CENTRO DE CONVIVÊNCIA Instituto Social Vivendo e Aprendendo;32;Rua Presidente Costa e Silva;886 A;;Alto Maron;45000000;VITORIA DA CONQUISTA;BA;aprendendovivendo@yahoo.com.br;(77) 34215564;;;06/09/1982;"Contribuindo para a formação de crianças e adolescentes através das suas respectivas histórias onde os mesmo terão oportunidade de se desenvolverem, e se transformarem em cidadãos atuantes na sua Historia de valores étnicos, morais, sociais e culturais.
Possibilitando a pratica nas atividades esportivas artísticas, culturais, e sociais para que a criança e o adolescente em situação de vulnerabilidade social e pessoal se desenvolvam através da expressão corporal a inclusão social em sua fase adulta sejam cidadãos críticos e participativos.
 Através das atividades proporcionadas, é despertado o conhecimento corporal, inclusão artística, resgate cultural, esportivo e fortalecimento da autoestima nas oficinas de formação, teatro, dança coreografados, esporte, karatê, atividade lúdica e artesanato.
Realizamos momentos de discussão com temas do nosso dia a dia, os temas são discutidos conforme a faixa etária, sendo eles: violência, drogas e suas consequências, sexualidade, gravidez na adolescência, consciência humana, direitos e deveres da criança e do adolescente, politica social, meio ambiente, saúde corporal e mental, setembro amarelo, outubro rosa, novembro azul entre outro. Os temas são discutidos em rodas de conversa e a culminância dos projetos é realizada de forma coletiva. 
Com os familiares dos assistidos a momento de formação com temáticas e discussão, curso de pintura e artesanato, momento de ação social com momento de interação da instituição com a comunidade apresentando vários serviços da rede socioassistencial. 
"
293330;2933303408521;CENTRO DE CONVIVÊNCIA PROJETO BOM SAMARITANO;32;Maneca Santos;100;;Lagoa das Flores;45000000;VITORIA DA CONQUISTA;BA;val.projetobomsamaritano2011@gmail.com.br;(77) 988546903;;;15/04/2008;palestras educativas, higiene corporal e alimentar, educação familiar, palestras sobre nutrição, academia, educação religiosa e palestras sobre pedofilia.
293350;2933503412820;CENTRO DE CONVIVÊNCIA ;32;BEIRA RIO;0;;ALIANÇA ;45460000;WENCESLAU GUIMARAES;BA;claudiomaestro79@hotmail.com;(73) 999847165;;;19/07/2001;São realizadas oficinas de músicas, valores culturais, interpretação musical e práticas em conjunto. 
310090;3100903403083;CENTRO DE CONVIVÊNCIA - ÁGUAS BELAS;32;Bigode Cruz;10;Prédio;Distrito de Água Quente;39880000;AGUAS FORMOSAS;MG;social@aguasformosas.mg.gov.br;(33) 36113092;;;01/07/2013;Realização de oficinas de interesse dos usuários, recreativas, lúdicas, etc.
310090;3100903403084;CENTRO DE CONVIVÊNCIA - ESPERANÇA;32;Divaldo Viana;1142;Prédio;São Vicente;39880000;AGUAS FORMOSAS;MG;social@aguasformosas.mg.gov.br;(33) 36112589;;(33) 36111450;01/07/2013;Atividades de interesse do s usuários como esporte na quadra do bairro, apresentação de filmes no Centro de cultura, oficinas e outras atividades recreativas.
310100;3101003403085;CENTRO DE CONVIVÊNCIA REVIVER;32;ANFILOFIO JOSÉ DAS VIRGENS;180;;NOVO PROGRESSO;39990000;AGUAS VERMELHAS;MG;smasav2017_2020@yahoo.com;(33) 988190098;;;01/05/2016;Oficinas de convivência com atividades direcionadas a temas previamente selecionados, a partir de um planejamento específico. Atividades de esporte e lazer(futebol, peteca, karatê, passeios) e oficinas de arte e cultura. 
310150;3101503413812;CENTRO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS APAE DE ALÉM PARAÍBA;32;Herminio Ricardo Zamboni Filho;505;;Vila Caxias;36660000;ALEM PARAIBA;MG;assistenciasocialapaeap@gmail.com;(32) 34621427;;;15/08/1969;Auto Defensoria Defensoria,Apresentação Grupo de Dança, Escola da Família, Visita a Restaurantes e Sorveterias, Oficina de Culinária, Oficina de Pintura e Tecido, Grupo de Orientação, Oficina de Costura, Afetivo/sexual
310160;3101603400315;CENTRO DE CONVIVÊNCIA CEMEI Professor Pedro Paulo Csizmar de Oliveira;3;Jovino Fernandes Salles;2900;0;Santa Clara;37130000;ALFENAS;MG;cemei.pppco@alfenas.mg.gov.br;(35) 36982118;0;;01/07/2014;Atividades Ludicas, de higiene entre outras
310160;3101603403086;CENTRO DE CONVIVÊNCIA APAE de Alfenas;32;Gabriel Monteiro da Silva;1070;;Centro;37130000;ALFENAS;MG;apae@uol.com.br;(35) 32911159;;(35) 32925650;30/08/1972;Teatros, artesanato, passeios, palestras, cinemas, clubes, atividade de Vida diária e de vida prática, músicas
310160;3101603403087;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DIAS MELHORES- EDUCANDO PARA DIAS MELHORES;32;General Costa Campos;122;;Centro;37130000;ALFENAS;MG;diasmelhores@diasmelhores.org.br;(35) 32924992;;;06/10/2004;PROGRAMA jOVEM APRENDIZ: EDUCAÇÃO PROFISSIONALIZANTE E PERMANENTE COM FORMAÇÃO TÉCNICO PROFISSIONAL, INDICAFDOS PELO MTE. CASAF: COMPLEMENTAÇÃO DAS AÇÕES SOCIAIS JUNTO AS FAMÍLIAS PARA O DESENVOLVIMENTO, PROTEÇÃO E CONHECIMENTO DE SEUS DIREITOS E DEVERES, FORTALECENDO OS VINCULOS FAMILIARES E SOCIAIS.
310160;3101603403088;CENTRO DE CONVIVÊNCIA CEMEI  Professor Leco - José Rodrigues Vieira;32;Josefina Salles Rey;5;;Pinheirinho;37130000;ALFENAS;MG;cemeiprofleco@alfenas.mg.gov.br;(35) 36982137;;;15/07/1989;Recreação e aprendizagem
310160;3101603403089;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO GRUPO DE ASSISTÊNCIA E ALFABETIZAÇÃO - GRAAL;32;Maranhão;35;;Santa Luzia;37130000;ALFENAS;MG;graal10@bol.com.br;(35) 32914887;;;23/08/1999;suporte educacional e cultural, esportivo e de lazer no contra turno escolar. Alfabetização de Jovens e adultos anos iniciais do ensino fundamental, palestras
310160;3101603403090;CENTRO DE CONVIVÊNCIA CEMEI Dulce Martins Borboleta;32;Rua do Pantano;200;;Jardim São Paulo;37130000;ALFENAS;MG;cemeisaopaulo@alfenas.mg.gov.br;(35) 99130172;;;11/02/2011;Aprendizagem Infantil, recreação
310160;3101603403091;CENTRO DE CONVIVÊNCIA Lar São Vicente de Paula de Alfenas;32;Rua Martins Alfenas;2020;;Centro;37130000;ALFENAS;MG;lsvpalfenas@gmail.com;(35) 32924512;;;01/09/1968;Esportes, jogos, recreação
310160;3101603403092;CENTRO DE CONVIVÊNCIA Serviço de Assistência e Recuperação do Adulto e da Infância - SARAI;32;Rui Barbosa;186;;Centro;37130000;ALFENAS;MG;saraicazita@yahoo.com.br;(35) 32911480;;;01/01/1962;Recreação, reforço, brincadeiras ludicas
310160;3101603403093;CENTRO DE CONVIVÊNCIA Associação Beneficente Cáritas de Alfenas;32;Sergio Macedo;160;;Pinheirinho;37130000;ALFENAS;MG;caritasalfenas@gmail.com;(35) 32925354;;(35) 32919334;21/08/1991;Reforço escolar, valores humanos, música, dança,taekomdo, educação ambiental, futsal e futebola, contação de história e informática
310160;3101603413350;CENTRO DE CONVIVÊNCIA NOSSA SENHORA DA ROSA MÍSTICA;32;ANTONIO DA SILVA LEMOS;80;;JD TROPICAL;37133582;ALFENAS;MG;apmialfenas@hotmail.com;(35) 988611411;;;10/07/1992;REFORÇO ECOLAR, JOGOS, ARTES,EDUCAÇÃO FÍSICAENTRE OUTRAS
310170;3101703408829;CENTRO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS I;32;FLAVIANO ANTUNES REIS;1100;;SÃO FRANCISCO ;39900000;ALMENARA;MG;smasalmenara@gmail.com;(33) 37211072;;;15/05/2013;"Abordagem e trabalhos envolvendo a prevenção dos problemas e riscos sociais, com temas como:  Saúde, autonomia, convivência  em sociedade, direitos e deveres, temas ligados à mulher, criança, idosos, jovens, adolescentes e homens. 
Realiza atendimentos em grupo visando a novas experiências sociais por intermédio das  atividades artísticas, culturais entre outras, alcançando os mais diversos ciclos de vida. Assim é  proporcionado aos usuários, a  oportunidade de vivenciar  situações desafiadoras, contribuindo para a   construção e reconstrução  de suas identidades, histórias e vivências .
"
310190;3101903408568;CENTRO DE CONVIVÊNCIA LAR SANTO ANTONIO;27;CONEGO VICENTE BIANCHI;16;;Centro;37940000;ALPINOPOLIS;MG;ednafdz@gmail.com;(35) 35231265;;;13/06/1981;As descritas no item anterior, dentre outras cito:Incentivo/Orientação de cunho religioso.
310230;3102303401582;CENTRO DE CONVIVÊNCIA CENTRO DE EDUCAÇÃO INFANTIL IRMÃ HELENA;27;Maria Procópia;38;;Vila Manoel Antônio Puig;35950000;ALVINOPOLIS;MG;crechehelena@yahoo.com.br;(31) 38551761;;;15/03/1986;Atividades voltadas para crianças de 0 a 05 anos: Identidade e autonomia na natureza e na sociedade, linguagem oral e escrita, artes e movimentos, matemática, música, brincadeiras, projetos diversos como: horta, alimentação saudável, higiene, leitura, etc. De acordo com a faixa etária.
310230;3102303403095;CENTRO DE CONVIVÊNCIA ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ALVINÓPOLIS;32;João Alves Fernandes;386;;Fábrica;35950000;ALVINOPOLIS;MG;apaeapae@yahoo.com.br;(31) 38551336;;(31) 38551336;07/02/2001;Música, brincadeiras, projetos diversos.
310260;3102603409257;CENTRO DE CONVIVÊNCIA MUNICIPAL;32;Rua Professora Elvira de Oliveira Ansani;414;;Centro;37795000;ANDRADAS;MG;convivencia@andradas.mg.gov.br;(35) 37317746;;;01/02/2015;Atividades intergeracionais e também específicas para cada trajetória de vida, com participação da comunidade. Hoje desenvolvem-se atividades através do Karatê, Jiu Jitsu, Artesanato, Grupo de Mulheres, Grupos de Terceira Idade, dentre outras.
310285;3102853400316;CENTRO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS;32;Capelinha;0;0;CENTRO;39685000;ANGELANDIA;MG;social@angelandia.mg.gov.br;(33) 35169000;;;01/07/2013;grupos,oficinas de músicas,esportes,artesanato,palestras e orientação social.
310350;3103503400317;CENTRO DE CONVIVÊNCIA CEDEC Centro de Desenvolvimento da Criança e do Adolescente;3;Nicolau Dorazio;160;;Industrial;38442040;ARAGUARI;MG;asociala@araguari.mg.ov.br;(34) 36903189;3062;;13/12/2001;Dinâmicas voltadas a despertar o interesse e permanência dos usuários no serviço, bem como desenvolver habilidades como atenção, memorização e imaginação que auxiliarão no processo de aprendizagem e socialização.
310350;3103503401583;CENTRO DE CONVIVÊNCIA CEDEC Centro de Desenvolvimento da Criança e do Adolescente;27;Pça Nossa Senhora Aparecida;25;;Amanhece;38455000;ARAGUARI;MG;asocial@araguari.mg.gov.br;(34) 36903189;;;13/12/2001;Dinâmicas onde valorizam valores éticos e morais.
310350;3103503403098;CENTRO DE CONVIVÊNCIA CREAS;32;Joaquim Modesto;281;;Centro;38440144;ARAGUARI;MG;creas-araguari@hotmail.com;(34) 36903238;;;27/06/2008;Oficina de jardinagem, palito e desenho. Grupos temáticos com adolescente e familiares sobre regras, direitos e deveres para o cumprimento das medidas socioeducativas, Planejamento familiar, Ensino técnico, Tratamento para a dependência química. 
310350;3103503403099;CENTRO DE CONVIVÊNCIA Abrigo Cristo Rei;32;R. Osmundo Rodrigues da Cunha;271;;Sibipiruna;38445088;ARAGUARI;MG;abrigocristorei@yahoo.com.br;(34) 32416581;;;31/08/1957;Alongamento, oficinas.
310350;3103503403100;CENTRO DE CONVIVÊNCIA Casa do Caminho;32;Rua 04;170;;Independência;38440000;ARAGUARI;MG;michellesantos2009@yahoo.com.br;(34) 32422725;;;01/05/1993;Oficina de dança e palestras educativas
310350;3103503403101;CENTRO DE CONVIVÊNCIA CEDEC - CENTRO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE;32;NELSON PEREIRA PINTO;1;;Piracaiba;38452000;ARAGUARI;MG;asocial@araguari.mg.gov.br;(34) 36903189;;;13/12/2001;São trabalhadas dinâmicas onde priorizamos os valores éticos e morais juntamente com atividades sensoriais para melhorar a aprendizado.
310350;3103503403102;CENTRO DE CONVIVÊNCIA DO IDOSO;32;RUA MARICOTA SANTOS;141;;CENTRO;38440000;ARAGUARI;MG;ASOCIAL@ARAGUARI.MG.GOV.BR;(34) 32427165;;;05/09/2011;Vivencia em grupo com a atividade: Projeto Pedaço de vida, com duração de 8 meses onde trabalha o vinculo comunitário especialmente os familiares. Oficina de Dança, teatro, ginástica Artes corporais.
310370;3103703400318;CENTRO DE CONVIVÊNCIA CRAS CANTINHO DO CEU;27;Angelo Jacovine;94;Casa;Centro;36594000;ARAPONGA;MG;socialaraponga@yahoo.com.br;(31) 38941235;;;20/03/2009;são realizadas dinâmicas de grupo, propondo a participação ativa dos usuários nos mais variados temas debatidas e também recreações de cunho interacional, buscando sempre o desenvolver as relações sociais. 
310400;3104003407832;CENTRO DE CONVIVÊNCIA LEBLON ;32;Edmundo Rodrigues da Silva;445;;Leblon ;38180000;ARAXA;MG;nucleodeconvivenciafamiliar@araxa.mg.gov.br;(34) 36648285;8285;;03/08/2015;As assinaladas acima
310400;3104003407839;CENTRO DE CONVIVÊNCIA SANTO ANTÔNIO ;32;Luiz Dumont Fonseca ;215;;Santo Antônio ;38180000;ARAXA;MG;nucleosantoantonio@araxa.mg.gov.br;(34) 36917101;;;01/10/2015;As assinaladas acima
310400;3104003407909;CENTRO DE CONVIVÊNCIA BOA VISTA ;32;Tereza Guimarães Natal;15;;Boa Vista ;38180648;ARAXA;MG;nucleoboavista@araxa.mg.gov.br;(34) 36642985;;;01/10/2015;As assinaladas acima.
310400;3104003409457;CENTRO DE CONVIVÊNCIA PÃO DE AÇÚCAR;32;Eurindo Barbosa de Lacerda ;245;;Pão de Açúcar ;38180000;ARAXA;MG;nucleopaodeacucar@araxa.mg.gov.br;(34) 988014288;;;16/10/2015;As assinaladas acima
310400;3104003409464;CENTRO DE CONVIVÊNCIA BOM JESUS ;32;Jason Armando de Paula ;117;;Bom Jesus ;38180000;ARAXA;MG;nucleobomjesus@araxa.mg.gov.br;(34) 36917119;;;16/10/2015;As assinaladas acima
310420;3104203413604;CENTRO DE CONVIVÊNCIA APAE ARCOS;32;Major Valeriano Macedo ;1060;;São Vicente;35588000;ARCOS;MG;apaearcos@twister.com.br;(37) 33511886;;;02/01/2015;oficinas de artesanato, oficinas de atividades física, atividades externas na comunidade , entre outros. 
310430;3104303413096;CENTRO DE CONVIVÊNCIA ;32;josé julio da rocha;145;prédio;são vicente;37140000;AREADO;MG;areado@apaemg.org.br;(35) 32931510;;;20/08/2011;OFICINAS DE PINTURAS EM PANOS DE PRATOS,BORDADOS,ARTE EM CABAÇA,TEAR MANUAL, RECICLAGEM DE PAPAEL, CONFECÇÃO EM E.V.A, CAIXAS EM MDF, ARTE COM PIRÓGRAFO, AUTOESTIMA, CAMINHADAS,INFORMATICA, EXPOSIÇÃO DE FILMES, PALESTRAS, OFICINA DE CULINÁRIA.TEATRO, ENTRE OUTRAS.
310490;3104903403104;CENTRO DE CONVIVÊNCIA CLUBE DA CIDADANIA II  - CENTRO DE CONVIVÊNCIA E DESENVOLVIMENTO SOCIAL / LAVRINHA;32;Felix dos Santos;1.349;-;Lavrinha;37443000;BAEPENDI;MG;gestor.social@baependi.mg.gov.br;(35) 33432966;;;20/08/2014;Oficinas, grupos, palestras, dinâmicas, jogos lúdicos, orientação/informação e outros.
310490;3104903409492;CENTRO DE CONVIVÊNCIA DA MELHOR IDADE DE BAEPENDI;27;Laércio Nogueira Cobra;184;;Centro;37443000;BAEPENDI;MG;gestor.social@baependi.mg.gov.br;(35) 33432819;;;06/12/2014;Palestras, grupos, dinâmicas, reuniões, jogos lúdicos, orientação e informação aos usuários dentre outros.
310560;3105603400319;CENTRO DE CONVIVÊNCIA NÚCLEO DE APOIO SOCIAL SÃO PEDRO - NASSPE;32;Luiz Panhol ;135;;Passarinhos;36204186;BARBACENA;MG;angela_mariasantos28@yahoo.com.br;(32) 988143802;;;01/12/2004;No ano de 2017, a entidade não prestou serviço. retornará em janeiro de 2018
310560;3105603400320;CENTRO DE CONVIVÊNCIA INSPETORIA MADRE MAZZARELLO - INSITUTO MARIA IMACULADA;3;Avenida Pereira Teixeira;1020;;Funcionários;36202000;BARBACENA;MG;financeiro@imisalesianas.com.br;(32) 33316468;;;08/12/1971;ATIVIDADES ASSINALADAS ACIMA
310560;3105603400321;CENTRO DE CONVIVÊNCIA INSTITUTO ONDA GOMES;3;BIAS FORTES;520;;Centro;36200004;BARBACENA;MG;institutoondagomes@gmail.com;(32) 33310672;;;05/09/1961;AS CITADAS ACIMA
