IBGE7;IBGE;Região;UF;uf_s;Município;Municipio_2013;area;Pop_Total2010_MICRO;Porte_pop2010;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;NºIDENTIFICADOR;ident.0.1;ident.0.2;ident.0.3;ident.0t.4;ident.0.5;ident.0.6;ident.0.7;ident.0.8;ident.0.9;ident.0.10;ident.0.11;ident.0.12;ident.0.13;ident.0.14;ident.0.15;ident.0.16;Latitude;Longitude;q.1;q.2;q.3;q.4.1;q.4.2;q.4.3;q.4.0;q.4.99;q.5.1;q.5.2;q.5.99;q.5.0;q.5.99.1;q.6;q.7;q.9.1;q.9.2;q.9.3;q.9.4;q.10;q.11;q.12;q.13;q.13.1;q.14;q.14.99;q.15;q.16.1.1;q.16.1.2;q.16.1.3;q.16.1.4;q.16.1.5;q.16.1.6;q.16.1.7;q.16.2.1;q.16.2.2;q.16.2.3;q.16.2.4;q.16.2.5;q.16.2.6;q.16.2.7;q.17;q.17.99;q.18.1;q.18.1.99;q.18.2;q.18.2.99;q.19;q.19.99;q.20;q.21.1;q.21.2;q.21.3;q.21.4;q.21.5;q.21.6;q.21.7;q.21.8;q.21.9;q.22;q.23;q.24;q.25.1;q.25.2;q.25.3;q.25.4;q.25.5;q.25.6;q.25.7;q.25.8;q.25.9;q.25.10;q.25.11;q.25.12;q.25.13;q.25.14;q.25.15;q.25.16;q.25.17;q.25.18;q.25.19;q.25.20;q.25.21;q.25.22;q.25.23;q.25.24;q.25.25;q.25.0;q.26.1;q.26.2;q.26.3;q.26.98;q.26.99;q.26.0;q.26.98.1;q.27;q.28.0;q.29;q.31.4;q.32.4;D.5.99.1.recod;D.16.1.6.recod;D.16.2.7.recod;D.21.9.recod;D.13.faixa;D.14.faixa;D.15.faixa
3170206;317020;3;31;MG;Uberlândia;Uberlândia;4115,82;820245;Grande;604013;587266;16747;3170203306540;UNIDADE DE ACOLHIMENTO MISSÃO SAL DA TERRA FAMILIA ACOLHEDORA;Rua;Euclides da Cunha;920;;Custodio Pereira;;38405-210;Uberlândia;MG;familiaacolhedora@missaosaldaterra.org.br;(34) 3226-9317;;;01/jan/14;Família Acolhedora;-18919;-48277;Crianças/adolescentes;Não Governamental/Organização da Sociedade Civil;20734604002112;0;1;0;0;0;1;1;0;0;9999;Municipal;;;;;;Sim, por lei;2014;Sim;500,0000;;17;;15;2;1;1;0;0;0;4;4;5;2;0;0;0;11;2;;5;;2;;0;;0;0;2;5;4;4;0;0;0;15;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;;3;;1;99;1;;4,00;11,00;15,00;2,00;2,00;2,00
3170305;317030;3;31;MG;Umburatiba;Umburatiba;404,89;118762;Pequeno I;2705;1558;1147;3170303307963;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA DE UMBURATIBA MG;Rua;Rua Augusto Ferraz;65;;Centro;Baixinha;39878-000;Umburatiba;MG;familiaacolhedoradeumburatiba@hotmail.com;(33) 98851-0955;;;01/jan/15;Família Acolhedora;-1725492483351790;-4056997776031490;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2015;Sim;468,5000;;1;;5;0;0;2;0;0;0;2;1;0;0;0;2;0;3;3;;3;;0;;0;;0;0;0;1;0;2;2;0;0;5;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;1;;;;1;1;2;;2,00;3,00;5,00;2,00;1,00;1,00
3171303;317130;3;31;MG;Viçosa;Viçosa;299,40;221585;Médio;72220;67305;4915;3171303308358;Unidade de Acolhimento;Rua;Rua Alberto Pacheco;205;;Ramos;Próximo ao Edificio Mandela;36570-000;Viçosa;MG;protecaoespecialvic@gmail.com;(31) 3892-4859;;;01/ago/08;Família Acolhedora;-2.0756304492269E+16;-4.2881435751914896E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2008;Sim;937,0000;;3;;2;0;0;0;0;0;1;1;0;0;0;0;1;0;1;7;;7;;2;;0;;0;0;0;0;0;0;2;0;0;2;Não possui critério de admissão;Sim, sempre que há demanda;Não;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;;4;;0;1;2;;1,00;1,00;2,00;3,00;1,00;1,00
3171402;317140;3;31;MG;Vieiras;Vieiras;112,19;275986;Pequeno I;3731;1853;1878;3171403308664;Unidade de Acolhimento;Avenida;alcino bicalho;331;;centro;;36895-000;Vieiras;MG;eliziane@vieiras.mg.gov.br;(32) 3755-1000;218;(32) 3755-1000;08/jun/16;Família Acolhedora;-20866;-42244;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2016;Sim;1000,0000;;4;;2;0;0;2;0;0;0;2;0;0;0;0;0;0;0;2;;2;;0;;0;;0;0;0;0;0;2;0;0;0;2;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;;3;;3;99;2;;2,00;0,00;2,00;3,00;1,00;1,00
3172004;317200;3;31;MG;Visconde do Rio Branco;Visconde do Rio Branco;241,96;269650;Pequeno II;37942;31380;6562;3172003306050;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;Praça 28 de Setembro;281;;centro;Antigo Fórum, ao lado da Prefeitura;36520-000;Visconde do Rio Branco;MG;familiaacolhedoravrb@gmail.com;(32) 3551-5418;;;01/jul/13;Família Acolhedora;-2100931687810210;-4.28400894999504E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2013;Sim;937,0000;;20;;4;1;1;0;0;0;0;2;0;0;2;0;0;0;2;10;;0;;0;;0;;1;0;1;1;0;0;2;0;0;4;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;0;;4;;1;1;3;;2,00;2,00;4,00;3,00;2,00;1,00
3200607;320060;3;32;ES;Aracruz;Aracruz;1436,02;308523;Médio;81832;71451;10381;3200603306035;UNIDADE DE ACOLHIMENTO PROGRAMA FAMÍLIA ACOLHEDORA;Rua;FIORE TERCY;174;PRÓXIMO AO MERCADO MUNICIPAL;GINÁSIO;;29194-176;Aracruz;ES;semds.facolhedora@aracruz.es.gov.br;(27) 3270-7433;2256;;09/abr/13;Família Acolhedora;-1.98211859378804E+16;-4027800858020780;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2012;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;;3;;3;1;3;;0,00;0,00;0,00;3,00;1,00;1,00
3201308;320130;3;32;ES;Cariacica;Cariacica;279,98;1565393;Grande;348738;337643;11095;3201303306006;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Avenida;Kleber Andrade;5;;Rio Branco;Em frente ao DPJ;29146-140;Cariacica;ES;acolhendoeapadrinhando@cariacica.es.gov.br;(27) 3354-5562;;;26/mar/12;Família Acolhedora;-20264;-40.42;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2012;Sim;937,0000;;4;;10;1;3;0;0;0;2;6;0;1;1;0;1;1;4;1;;5;;0;;0;;1;0;3;0;1;6;0;0;0;10;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;;3;;1;1;1;;6,00;4,00;10,00;3,00;1,00;1,00
3201407;320140;3;32;ES;Castelo;Castelo;668,97;332189;Pequeno II;34747;21817;12930;3201403306913;Unidade de Acolhimento Programa Família Acolhedora;Avenida;Giovani Piassi;580;;Exposição;;29360-000;Castelo;ES;familiaacolhedora@castelo.es.gov.br;(28) 3542-8505;;;15/dez/14;Família Acolhedora;-2061069317858550;-4.1210317611694304E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2014;Sim;468,5000;;12;;11;2;0;1;1;1;1;6;0;2;2;0;1;0;5;0;;0;;0;;0;;0;7;1;0;2;1;0;0;0;11;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;;2;;1;2;99;;6,00;5,00;11,00;2,00;2,00;2,00
3205309;320530;3;32;ES;Vitória;Vitória;93,38;1565393;Grande;327801;327801;;3205303302915;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rodovia;SERAFIM DERENZI;175;;SANTO ANTONIO;PRÓXIMO AO SANTUÁRIO;29026-473;Vitória;ES;familiaacolhedora@fealegria.org.br;(27) 3019-8060;;;10/out/06;Família Acolhedora;-203094125;-403543036;Crianças/adolescentes;Não Governamental/Organização da Sociedade Civil;46250411000640;0;1;0;0;0;1;1;0;0;9999;Municipal;;;;;;Sim, por lei;2006;Sim;937,0000;;9;;6;0;1;1;0;0;0;2;0;1;2;1;0;0;4;1;;0;;0;;0;;0;0;0;2;0;3;1;0;0;6;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;UBS, UMEIS;3;;1;1;1;;2,00;4,00;6,00;3,00;1,00;1,00
3300258;330025;3;33;RJ;Arraial do Cabo;Arraial do Cabo;152,31;538470;Pequeno II;27715;27715;;3300253306637;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA;Avenida;da Liberdade;59;A;Centro;Rua da Prefeitura;28930-000;Arraial do Cabo;RJ;familiaacolhedoraac@gmail.com;(22) 2622-5362;;;18/mar/14;Família Acolhedora;-2.29718280733343E+16;-4202506542205810;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2015;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;;3;1;1;1;2;;0,00;0,00;0,00;3,00;1,00;1,00
3300308;330030;3;33;RJ;Barra do Piraí;Barra do Piraí;578,47;175182;Médio;94778;91957;2821;3300303307919;Unidade de Acolhimento em Família Acolhedora;Rua;Dos Pracinhas;87;;Centro;Atrás do Pólo de emergência da Santa Casa;27135-130;Barra do Piraí;RJ;familiaacolhedora@barradopirai.rj.gov.br;(24) 2442-4369;;;08/mai/14;Família Acolhedora;-22.47;-43826;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2014;Sim;957,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;;3;;1;1;99;;0,00;0,00;0,00;3,00;1,00;1,00
3300407;330040;3;33;RJ;Barra Mansa;Barra Mansa;547,44;680011;Grande;177813;176193;1620;3300403306595;UNIDADE DE ACOLHIMENTO FAMILIAR FAMÍLIA ACOLHEDORA;Rua;Oscar da Silva Marins;252;;Centro;;27310-000;Barra Mansa;RJ;protecaoespecial.bm@hotmail.com;(24) 3322-8098;19;;31/jan/16;Família Acolhedora;-2254168305360580;-4417596101760860;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Não;2016;Não;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;1;;1;;1;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Não acolhe;Não;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;;;1;0;99;99;;0,00;0,00;0,00;;;1,00
3300704;330070;3;33;RJ;Cabo Frio;Cabo Frio;400,69;538470;Grande;186227;140486;45741;3300703307905;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;FLORISBELA ROZA DA PENHA;292;;BRAGA;;28908-050;Cabo Frio;RJ;familiaacolhedoracf@gmail.com;(22) 2647-3751;;;01/jan/15;Família Acolhedora;-22879;-42019;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2015;Sim;937,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;;3;1;1;2;2;;0,00;0,00;0,00;3,00;1,00;1,00
3301850;330185;3;33;RJ;Guapimirim;Guapimirim;360,81;11601307;Médio;51483;49746;1737;3301853307469;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;Rua;Sebastião Cesar Filho;226;casa;Centro;Próximo ao Itaú;25946-250;Guapimirim;RJ;familiaacolhedoraguapimirim@gmail.com;(21) 2632-2838;;;01/abr/16;Família Acolhedora;-2.25229831978814E+16;-4.2981820106506304E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por decreto;2016;Sim;937,0000;;0;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;;0;;0;;0;;0;0;1;0;0;0;0;0;0;1;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;;3;1;1;1;1;;0,00;1,00;1,00;3,00;1,00;1,00
3302007;330200;3;33;RJ;Itaguaí;Itaguaí;271,56;223733;Grande;109091;104209;4882;3302003307539;Unidade de Acolhimento;Rua;Amelia Louzada;567;;Centro;Rua do Teatro Municipal;23815-180;Itaguaí;RJ;pfa.smas@itaguai.rj.gov.br;(21) 2688-3948;;;29/mar/16;Família Acolhedora;-2.28645894996371E+16;-4377820014953610;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2016;Sim;200,0000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;;2;;1;2;1;;0,00;0,00;0,00;2,00;1,00;1,00
3302304;330230;3;33;RJ;Laje do Muriaé;Laje do Muriaé;250,52;195119;Pequeno I;7487;5637;1850;3302303306697;UNIDADE DE ACOLHIMENTO;Rua;Antônio Carlos Alberone;30;Térreo;Chácara do Cruzeiro;Perto da Igreja Nossa Senhora do Bom Sucesso;28350-000;Laje do Muriaé;RJ;familiaacolhedoralaje@gmail.com;(22) 3829-1109;;;11/jun/12;Família Acolhedora;-2.12043379973598E+16;-4.21248757839202E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2012;Sim;468,5000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;;3;1;1;99;2;;0,00;0,00;0,00;2,00;1,00;1,00
3303104;330310;3;33;RJ;Natividade;Natividade;387,03;195119;Pequeno I;15082;12046;3036;3303103303080;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;rua Santo Expedito;200;Prédio;Sindicato;Próximo da Sec. m. de Assistencia Social, Trabalho e Emprego;28380-000;Natividade;RJ;familiaacolhedora2017@gmail.com;(22) 3841-1630;0;(22) 3841-2212;11/mai/11;Família Acolhedora;-21042;-41973;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por decreto;2011;Sim;468,5000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;;3;;3;2;1;;0,00;0,00;0,00;2,00;1,00;1,00
3303302;330330;3;33;RJ;Niterói;Niterói;129,38;11601307;Grande;487562;487562;;3303303306173;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;Rua;Coronel Gomes Machado;281;;Centro;;24020-111;Niterói;RJ;familiacolhedora.niteroi@gmail.com;(21) 2717-3765;;(21) 2717-2026;17/mar/14;Família Acolhedora;-2289247455042710;-4311705708503720;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por decreto;2014;Sim;937,0000;;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1;;1;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;Naeca, Capsi;3;;1;1;1;;0,00;0,00;0,00;3,00;1,00;1,00
3303906;330390;3;33;RJ;Petrópolis;Petrópolis;774,61;479914;Grande;295917;281286;14631;3303903306661;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;Rua;Coronel Veiga;1559;;Centro;;25655-157;Petrópolis;RJ;familiaacolhedora@petropolis.rj.gov.br;(24) 2249-4319;;;22/set/11;Família Acolhedora;-22505;-43179;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por decreto;2011;Sim;468,5000;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;;3;;1;1;2;;0,00;0,00;0,00;2,00;1,00;1,00
3304201;330420;3;33;RJ;Resende;Resende;1113,51;680011;Grande;119769;112331;7438;3304203307011;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;Rua;Pandiá Calógeras;157;;Jardim Jalisco;;27510-030;Resende;RJ;familiaacolhedoraresende@yahoo.com.br;(24) 3359-3675;;;03/jul/12;Família Acolhedora;-22469;-44447;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2012;Sim;468,5000;;11;;8;1;1;1;0;0;1;;1;0;0;2;0;1;;2;;2;;1;;1;;0;1;7;0;0;0;0;0;0;;Não possui critério de admissão;Algumas vezes;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;;3;;3;1;1;;4,00;4,00;8,00;2,00;2,00;1,00
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;11601307;Metrópole;6320446;6320446;;3304553306094;UNIDADE DE ACOLHIMENTO - FAMILIA ACOLHEDORA - 3 CDS;Rua;DOUTOR LEAL;706;3º ANDAR;ENGENHO DE DENTRO;UPA DO ENGENHO DE DENTRO;20731-380;Rio de Janeiro;RJ;faco03cas@gmail.com;(21) 98496-9258;;;26/fev/06;Família Acolhedora;-2.29037443047937E+16;-4330001592634060;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2006;Sim;688,0000;;18;;7;0;0;0;1;1;0;2;0;0;1;1;2;1;5;0;;0;;6;;0;;0;0;1;0;0;4;1;0;1;7;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;;3;;0;2;3;;2,00;5,00;7,00;3,00;2,00;1,00
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;11601307;Metrópole;6320446;6320446;;3304553306135;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA 6° CDS;Rua;ouseley;421;;coelho neto;;21235-515;Rio de Janeiro;RJ;faco06cas@gmail.com;(21) 2976-1527;;;06/fev/06;Família Acolhedora;-22903;-43208;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por outro instrumento normativo;2006;Sim;688,0000;;18;;12;0;0;1;1;2;2;;0;0;1;3;1;1;;0;;0;;6;;0;;1;0;0;7;0;0;0;5;0;;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;;4;;1;2;3;;6,00;6,00;12,00;3,00;2,00;2,00
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;11601307;Metrópole;6320446;6320446;;3304553306143;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA ARLINDO RODRIGUES;Rua;Rua Desembargador Izidro;48;Fundos;Tijuca;próximo a Praça Saens Pena;20521-160;Rio de Janeiro;RJ;faco02arlindo@gmail.com;(21) 2268-7115;;;06/abr/06;Família Acolhedora;-229332164;-432381453;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;1997;Sim;688,0000;;20;;14;0;0;2;0;2;1;;1;1;4;0;3;0;;3;;3;;1;;0;;1;4;2;0;1;3;1;2;1;;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;VIJI;3;;0;2;3;;5,00;9,00;14,00;3,00;2,00;2,00
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;11601307;Metrópole;6320446;6320446;;3304553306150;UNIDADE DE ACOLHIMENTO FAMILIA ACOLHEDORA 9 CDS;Rua;Candido Magalhães;88;;Campo Grande;Supermercado Extra;23050-270;Rio de Janeiro;RJ;faco09cas@gmail.com;(21) 3292-4450;;;06/fev/06;Família Acolhedora;-22903;-43208;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;1997;Sim;688,0000;;23;;20;0;1;4;4;3;1;13;0;0;0;3;3;1;7;3;;3;;2;;0;;0;0;5;1;5;4;5;0;0;20;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;;3;;0;2;1;;13,00;7,00;20,00;3,00;2,00;2,00
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;11601307;Metrópole;6320446;6320446;;3304553306192;UNIDADE DE ACOLHIMENTO - FACO 8 CDS;Rua;SANTA CECÍLIA;984;TÉRREO;BANGU;CREAS PROF. ALDAÍZA SPOZATI;21715-000;Rio de Janeiro;RJ;faco08cas@gmail.com;(21) 98495-6313;;;06/fev/06;Família Acolhedora;-22881109;-434622541;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;1997;Sim;688,0000;;18;;11;3;1;3;1;0;0;;2;1;0;0;0;0;;2;;0;;3;;0;;1;0;1;1;3;0;1;1;4;;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;;3;;0;2;3;;8,00;3,00;11,00;3,00;2,00;2,00
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;11601307;Metrópole;6320446;6320446;;3304553306226;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA / 4ª CDS;Rua;Professor Lacê;57;;Ramos;Em frente a Estação Ferroviária de Ramos.;21060-120;Rio de Janeiro;RJ;familiaacolhedora4cds@gmail.com;(21) 98496-9259;;(21) 2573-2176;06/fev/06;Família Acolhedora;-228550073254588;-4326085567474360;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;2006;Sim;688,0000;;17;;6;1;0;1;0;0;0;2;0;0;0;0;3;1;4;6;;6;;4;;0;;0;0;0;2;0;2;2;0;0;6;Não possui critério de admissão;Sim, sempre que há demanda;Sim;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;;3;;0;2;3;;2,00;4,00;6,00;3,00;2,00;1,00
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;11601307;Metrópole;6320446;6320446;;3304553306251;UNIDADE DE ACOLHIMENTO PÓLO FAMÍLIA ACOLHEDORA CREAS MÁRCIA LOPES;Rua;carvalho de souza;274;;madureira;XV região administrativa.;21350-180;Rio de Janeiro;RJ;programafamiliaacolhedora@gmail.com;(21) 3018-0636;;;06/fev/06;Família Acolhedora;-2287554255271030;-4.33358824253082E+16;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;1996;Sim;688,0000;;51;;21;2;1;6;0;2;0;11;2;1;2;1;3;1;10;8;;6;;11;;0;;0;4;8;0;4;3;2;0;0;21;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;;3;;1;2;3;;11,00;10,00;21,00;3,00;3,00;2,00
3304557;330455;3;33;RJ;Rio de Janeiro;Rio de Janeiro;1182,30;11601307;Metrópole;6320446;6320446;;3304553306263;UNIDADE DE ACOLHIMENTO FACO 1ª CASDH;Rua;AMBIRÉ CAVALCANTI;95;;RIO COMPRIDO;CRAS GERMINAL DOMINGUES;20250-490;Rio de Janeiro;RJ;faco01cas@gmail.com;(21) 98496-9528;;;06/fev/06;Família Acolhedora;-2.29223302100547E+16;-4320759773254390;Crianças/adolescentes;Governamental;;;;;;;;;;;9999;Municipal;;;;;;Sim, por lei;1997;Sim;688,0000;;39;;22;2;0;6;3;1;1;13;0;0;3;2;2;2;9;7;;2;;5;;0;;0;0;3;4;0;0;4;11;0;22;Não possui critério de admissão;Sim, sempre que há demanda;Sim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;;3;;1;2;1;;13,00;9,00;22,00;3,00;2,00;2,00
