IBGE7;IBGE;UF;uf_s;Município;Municipio_2013;area;Pop_Total2010;Pop_Urbana2010;Pop_Rural2010;Pop_Total2010_MICRO;Porte_pop2010;Região;NºIDENTIFICADOR;data_nasc;ano;Idade;q.30.3;q.30.9;q.30.10;q.30.11;q.30.12;q.30.13;q.30.14;D30.2.FaixasEtarias;D30.9;D30.9bin1;D30.9bin2;D30.9bin3;D30.11;D30.10bin1;D30.10bin2;D30.10bin3;D30.10bin4;D30.10bin5;D30.11bin1;D30.11bin2;D30.11bin3;D30.11bin4;D30.9bin1_sum;D30.9bin2_sum;D30.9bin3_sum;D30.10bin1_sum;D30.10bin2_sum;D30.10bin3_sum;D30.10bin4_sum;D30.10bin5_sum;D30.11bin1_sum;D30.11bin2_sum;D30.11bin3_sum;D30.11bin4_sum;nu_trabalhadores
3106200;310620;31;MG;Belo Horizonte;Belo Horizonte;330,95;2375151;2375151;;4772562;Metrópole;3;3110000000000;07-05-1974;1974;43;F;Superior Completo;Pedagogo;Trabalhador de Empresa/Cooperativa/Entidade prestadora de serviços;Técnico(a) de nível superior;30 horas semanais;12/08/2015;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;Pedagogo;;;;;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3106200;310620;31;MG;Belo Horizonte;Belo Horizonte;330,95;2375151;2375151;;4772562;Metrópole;3;3110000000000;06-07-1975;1975;42;M;Fundamental Incompleto;Sem formação profissional;Trabalhador de Empresa/Cooperativa/Entidade prestadora de serviços;Motorista;40 horas semanais;19/10/2015;De 40 a 49 anos;Nível fundamental;Nível fundamental;;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3106200;310620;31;MG;Belo Horizonte;Belo Horizonte;330,95;2375151;2375151;;4772562;Metrópole;3;3110000000000;02-04-1976;1976;41;F;Especialização;Psicólogo;Trabalhador de Empresa/Cooperativa/Entidade prestadora de serviços;Técnico(a) de nível superior;30 horas semanais;10/08/2015;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3106200;310620;31;MG;Belo Horizonte;Belo Horizonte;330,95;2375151;2375151;;4772562;Metrópole;3;3110000000000;06-04-1981;1981;36;F;Superior Completo;Assistente Social;Trabalhador de Empresa/Cooperativa/Entidade prestadora de serviços;Técnico(a) de nível superior;30 horas semanais;13/08/2015;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3106200;310620;31;MG;Belo Horizonte;Belo Horizonte;330,95;2375151;2375151;;4772562;Metrópole;3;3110000000000;27-01-1982;1982;35;F;Superior Completo;Psicólogo;Trabalhador de Empresa/Cooperativa/Entidade prestadora de serviços;Técnico(a) de nível superior;30 horas semanais;05/09/2016;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3106200;310620;31;MG;Belo Horizonte;Belo Horizonte;330,95;2375151;2375151;;4772562;Metrópole;3;3110000000000;25-04-1986;1986;31;F;Superior Incompleto;Profissional de nível médio;Trabalhador de Empresa/Cooperativa/Entidade prestadora de serviços;Apoio Administrativo;40 horas semanais;10/10/2014;De 30 a 39 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3106200;310620;31;MG;Belo Horizonte;Belo Horizonte;330,95;2375151;2375151;;4772562;Metrópole;3;3110000000000;25-05-1961;1961;56;F;Superior Completo;Advogado;Trabalhador de Empresa/Cooperativa/Entidade prestadora de serviços;Coordenador(a);40 horas semanais;01/08/2011;De 50 a 85 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;Advogado;;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3106200;310620;31;MG;Belo Horizonte;Belo Horizonte;330,95;2375151;2375151;;4772562;Metrópole;3;3110000000000;28-08-1979;1979;38;F;Superior Completo;Assistente Social;Trabalhador de Empresa/Cooperativa/Entidade prestadora de serviços;Técnico(a) de nível superior;30 horas semanais;20/03/2014;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3106705;310670;31;MG;Betim;Betim;345,91;378089;375331;2758;4772562;Grande;3;3110000000000;27-07-1983;1983;34;F;Superior Incompleto;Profissional de nível médio;Empregado Privado (CLT);Apoio Administrativo;Maior que 40 horas semanais;02/05/2017;De 30 a 39 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3106705;310670;31;MG;Betim;Betim;345,91;378089;375331;2758;4772562;Grande;3;3110000000000;26-10-1985;1985;32;M;Superior Completo;Assistente Social;Empregado Privado (CLT);Técnico(a) de nível superior;30 horas semanais;02/05/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3106705;310670;31;MG;Betim;Betim;345,91;378089;375331;2758;4772562;Grande;3;3110000000000;29-04-1949;1949;68;F;Superior Completo;Assistente Social;Voluntário;Coordenador(a);40 horas semanais;01/04/2013;De 50 a 85 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3110004;311000;31;MG;Caeté;Caeté;541,09;40750;35436;5314;4772562;Pequeno II;3;3110000000000;21-11-1980;1980;37;F;Especialização;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;10/03/2013;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;1;2;18;1;10;0;1;6;3;0;0;18;21
3110004;311000;31;MG;Caeté;Caeté;541,09;40750;35436;5314;4772562;Pequeno II;3;3110000000000;04-09-1981;1981;36;F;Superior Completo;Psicólogo;Servidor Temporário;Técnico(a) de nível superior;40 horas semanais;14/07/2016;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3113008;311300;31;MG;Caraí;Caraí;1240,16;22343;7191;15152;156418;Pequeno II;3;3110000000000;20-05-1986;1986;31;F;Superior Completo;Psicólogo;Servidor Temporário;Técnico(a) de nível superior;40 horas semanais;01/03/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3113008;311300;31;MG;Caraí;Caraí;1240,16;22343;7191;15152;156418;Pequeno II;3;3110000000000;27-01-1989;1989;28;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico(a) de nível superior;30 horas semanais;01/03/2017;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3113008;311300;31;MG;Caraí;Caraí;1240,16;22343;7191;15152;156418;Pequeno II;3;3110000000000;08-08-1964;1964;53;M;Superior Completo;Assistente Social;Servidor Temporário;Coordenador(a);30 horas semanais;28/04/2017;De 50 a 85 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3114204;311420;31;MG;Carmo do Cajuru;Carmo do Cajuru;455,01;20012;17340;2672;483473;Pequeno II;3;3110000000000;28-11-1981;1981;36;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;01/09/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;1;2;18;1;10;0;1;6;3;0;0;18;21
3114204;311420;31;MG;Carmo do Cajuru;Carmo do Cajuru;455,01;20012;17340;2672;483473;Pequeno II;3;3110000000000;03-12-1985;1985;32;F;Superior Completo;Psicólogo;Empregado Privado (CLT);Técnico(a) de nível superior;20 horas semanais;01/02/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;1;2;18;1;10;0;1;6;3;0;0;18;21
3117801;311780;31;MG;Conceição Dos Ouros;Conceição dos Ouros;182,67;10388;8123;2265;140170;Pequeno I;3;3120000000000;16-04-1988;1988;29;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;08/03/2016;De 16 a 29 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;0;10;0;5;0;0;5;8;0;0;2;10
3117801;311780;31;MG;Conceição Dos Ouros;Conceição dos Ouros;182,67;10388;8123;2265;140170;Pequeno I;3;3120000000000;23-11-1986;1986;31;F;Superior Completo;Assistente Social;Servidor Estatutário;Coordenador(a);40 horas semanais;10/05/2016;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;0;10;0;5;0;0;5;8;0;0;2;10
3118304;311830;31;MG;Conselheiro Lafaiete;Conselheiro Lafaiete;369,54;116512;111266;5246;247251;Grande;3;3120000000000;27-02-1990;1990;27;F;Especialização;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;03/07/2017;De 16 a 29 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;0;10;0;5;0;0;5;8;0;0;2;10
3118304;311830;31;MG;Conselheiro Lafaiete;Conselheiro Lafaiete;369,54;116512;111266;5246;247251;Grande;3;3120000000000;03-08-1973;1973;44;M;Superior Completo;Psicólogo;Servidor Estatutário;Coordenador(a);30 horas semanais;01/03/2017;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;0;10;0;5;0;0;5;8;0;0;2;10
3119104;311910;31;MG;Corinto;Corinto;2524,50;23914;21194;2720;150701;Pequeno II;3;3120000000000;22-09-1980;1980;37;M;Superior Completo;Assistente Social;Servidor Estatutário;Coordenador(a);40 horas semanais;13/11/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;0;10;0;5;0;0;5;8;0;0;2;10
3119104;311910;31;MG;Corinto;Corinto;2524,50;23914;21194;2720;150701;Pequeno II;3;3120000000000;26-06-1985;1985;32;M;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;13/11/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;0;10;0;5;0;0;5;8;0;0;2;10
3119104;311910;31;MG;Corinto;Corinto;2524,50;23914;21194;2720;150701;Pequeno II;3;3120000000000;03-06-1989;1989;28;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;13/11/2017;De 16 a 29 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;0;10;0;5;0;0;5;8;0;0;2;10
3121605;312160;31;MG;Diamantina;Diamantina;3869,83;45880;40064;5816;82707;Pequeno II;3;3120000000000;17-10-1978;1978;39;F;Especialização;Assistente Social;Empregado Privado (CLT);Técnico(a) de nível superior;40 horas semanais;06/02/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;0;10;0;5;0;0;5;8;0;0;2;10
3121605;312160;31;MG;Diamantina;Diamantina;3869,83;45880;40064;5816;82707;Pequeno II;3;3120000000000;30-11-1989;1989;28;F;Superior Completo;Psicólogo;Outro vínculo não permanente;Técnico(a) de nível superior;40 horas semanais;08/02/2017;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;0;0;10;0;5;0;0;5;8;0;0;2;10
3121605;312160;31;MG;Diamantina;Diamantina;3869,83;45880;40064;5816;82707;Pequeno II;3;3120000000000;15-05-1958;1958;59;F;Superior Completo;Assistente Social;Servidor Estatutário;Coordenador(a);40 horas semanais;13/02/2017;De 50 a 85 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;0;10;0;5;0;0;5;8;0;0;2;10
3127057;312705;31;MG;Fronteira Dos Vales;Fronteira dos Vales;317,83;4687;3038;1649;118762;Pequeno I;3;3130000000000;25-02-1987;1987;30;F;Superior Completo;Assistente Social;Outro vínculo não permanente;Técnico(a) de nível superior;30 horas semanais;02/08/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;2;13;2;6;0;1;4;5;0;0;10;15
3127057;312705;31;MG;Fronteira Dos Vales;Fronteira dos Vales;317,83;4687;3038;1649;118762;Pequeno I;3;3130000000000;07-06-1987;1987;30;F;Superior Completo;Psicólogo;Outro vínculo não permanente;Técnico(a) de nível superior;20 horas semanais;02/08/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;0;2;13;2;6;0;1;4;5;0;0;10;15
3127701;312770;31;MG;Governador Valadares;Governador Valadares;2348,10;263689;253300;10389;415696;Grande;3;3130000000000;09-03-1979;1979;38;F;Superior Completo;Pedagogo;Servidor Temporário;Coordenador(a);40 horas semanais;02/02/2015;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;Pedagogo;;;;;;;;Outros vínculos não permanentes;0;2;13;2;6;0;1;4;5;0;0;10;15
3127701;312770;31;MG;Governador Valadares;Governador Valadares;2348,10;263689;253300;10389;415696;Grande;3;3130000000000;02-03-1991;1991;26;F;Superior Completo;Psicólogo;Servidor Temporário;Técnico(a) de nível superior;30 horas semanais;08/09/2014;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;0;2;13;2;6;0;1;4;5;0;0;10;15
3127701;312770;31;MG;Governador Valadares;Governador Valadares;2348,10;263689;253300;10389;415696;Grande;3;3130000000000;09-07-1985;1985;32;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico(a) de nível superior;30 horas semanais;11/06/2015;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;2;13;2;6;0;1;4;5;0;0;10;15
3128303;312830;31;MG;Guaranésia;Guaranésia;294,01;18714;16836;1878;265777;Pequeno I;3;3130000000000;21-10-1977;1977;40;M;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;Maior que 40 horas semanais;02/02/2016;De 40 a 49 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;2;13;2;6;0;1;4;5;0;0;10;15
3128303;312830;31;MG;Guaranésia;Guaranésia;294,01;18714;16836;1878;265777;Pequeno I;3;3130000000000;31-05-1981;1981;36;F;Especialização;Advogado;Outro vínculo não permanente;Técnico(a) de nível superior;Maior que 40 horas semanais;02/01/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;Advogado;;;;;Outros vínculos não permanentes;0;2;13;2;6;0;1;4;5;0;0;10;15
3128303;312830;31;MG;Guaranésia;Guaranésia;294,01;18714;16836;1878;265777;Pequeno I;3;3130000000000;30-08-1956;1956;61;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;Maior que 40 horas semanais;18/11/2014;De 50 a 85 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;2;13;2;6;0;1;4;5;0;0;10;15
3131703;313170;31;MG;Itabira;Itabira;1256,50;109783;102316;7467;379237;Grande;3;3130000000000;24-04-1981;1981;36;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;01/04/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;2;13;2;6;0;1;4;5;0;0;10;15
3131703;313170;31;MG;Itabira;Itabira;1256,50;109783;102316;7467;379237;Grande;3;3130000000000;17-04-1987;1987;30;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;01/04/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;2;13;2;6;0;1;4;5;0;0;10;15
3131703;313170;31;MG;Itabira;Itabira;1256,50;109783;102316;7467;379237;Grande;3;3130000000000;01-02-1994;1994;23;F;Médio Completo;Profissional de nível médio;Servidor Temporário;Apoio Administrativo;30 horas semanais;01/04/2017;De 16 a 29 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;0;2;13;2;6;0;1;4;5;0;0;10;15
3132503;313250;31;MG;Itamarandiba;Itamarandiba;2736,10;32175;21988;10187;197507;Pequeno II;3;3130000000000;10-08-1988;1988;29;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;04/01/2016;De 16 a 29 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;2;13;2;6;0;1;4;5;0;0;10;15
3133105;313310;31;MG;Itanhandu;Itanhandu;143,94;14175;11925;2250;208293;Pequeno I;3;3130000000000;06-10-1976;1976;41;F;Superior Completo;Pedagogo;Outro vínculo não permanente;Apoio Administrativo;40 horas semanais;12/01/2015;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;Pedagogo;;;;;;;;Outros vínculos não permanentes;0;2;13;2;6;0;1;4;5;0;0;10;15
3133105;313310;31;MG;Itanhandu;Itanhandu;143,94;14175;11925;2250;208293;Pequeno I;3;3130000000000;08-12-1982;1982;35;F;Superior Completo;Psicólogo;Outro vínculo não permanente;Técnico(a) de nível superior;40 horas semanais;06/01/2014;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;0;2;13;2;6;0;1;4;5;0;0;10;15
3133105;313310;31;MG;Itanhandu;Itanhandu;143,94;14175;11925;2250;208293;Pequeno I;3;3130000000000;24-01-1968;1968;49;F;Médio Completo;Administrador;Outro vínculo não permanente;Coordenador(a);40 horas semanais;01/09/2014;De 40 a 49 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;0;2;13;2;6;0;1;4;5;0;0;10;15
3136702;313670;31;MG;Juiz de Fora;Juiz de Fora;1436,85;516247;510378;5869;728602;Grande;3;3140000000000;21-02-1980;1980;37;F;Médio Completo;Profissional de nível médio;Trabalhador de Empresa/Cooperativa/Entidade prestadora de serviços;Apoio Administrativo;40 horas semanais;02/05/2017;De 30 a 39 anos;Nível Médio;;Nível Médio;;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;2;1;10;0;5;0;0;4;3;0;0;10;13
3136702;313670;31;MG;Juiz de Fora;Juiz de Fora;1436,85;516247;510378;5869;728602;Grande;3;3140000000000;04-04-1985;1985;32;F;Especialização;Assistente Social;Trabalhador de Empresa/Cooperativa/Entidade prestadora de serviços;Técnico(a) de nível superior;30 horas semanais;08/07/2015;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;1;10;0;5;0;0;4;3;0;0;10;13
3136702;313670;31;MG;Juiz de Fora;Juiz de Fora;1436,85;516247;510378;5869;728602;Grande;3;3140000000000;02-03-1952;1952;65;M;Especialização;Psicólogo;Trabalhador de Empresa/Cooperativa/Entidade prestadora de serviços;Técnico(a) de nível superior;40 horas semanais;05/02/2016;De 50 a 85 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;2;1;10;0;5;0;0;4;3;0;0;10;13
3136702;313670;31;MG;Juiz de Fora;Juiz de Fora;1436,85;516247;510378;5869;728602;Grande;3;3140000000000;11-06-1968;1968;49;F;Especialização;Psicólogo;Trabalhador de Empresa/Cooperativa/Entidade prestadora de serviços;Coordenador(a);40 horas semanais;02/06/2015;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;2;1;10;0;5;0;0;4;3;0;0;10;13
3137205;313720;31;MG;Lagoa da Prata;Lagoa da Prata;439,68;45984;44938;1046;165172;Pequeno II;3;3140000000000;24-06-1964;1964;53;F;Fundamental Completo;Sem formação profissional;Servidor Estatutário;Serviços Gerais;40 horas semanais;20/02/2015;De 50 a 85 anos;Nível fundamental;Nível fundamental;;;Servidor Estatutário;;;;;;Servidor Estatutário;;;;2;1;10;0;5;0;0;4;3;0;0;10;13
3137205;313720;31;MG;Lagoa da Prata;Lagoa da Prata;439,68;45984;44938;1046;165172;Pequeno II;3;3140000000000;03-04-1977;1977;40;F;Especialização;Assistente Social;Empregado Privado (CLT);Técnico(a) de nível superior;30 horas semanais;16/04/2013;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;1;10;0;5;0;0;4;3;0;0;10;13
3137205;313720;31;MG;Lagoa da Prata;Lagoa da Prata;439,68;45984;44938;1046;165172;Pequeno II;3;3140000000000;30-10-1986;1986;31;F;Superior Completo;Psicólogo;Empregado Privado (CLT);Técnico(a) de nível superior;40 horas semanais;18/10/2013;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;2;1;10;0;5;0;0;4;3;0;0;10;13
3137205;313720;31;MG;Lagoa da Prata;Lagoa da Prata;439,68;45984;44938;1046;165172;Pequeno II;3;3140000000000;10-10-1960;1960;57;M;Médio Incompleto;Profissional de nível médio;Servidor Estatutário;Motorista;20 horas semanais;20/02/2015;De 50 a 85 anos;Nível fundamental;Nível fundamental;;;Servidor Estatutário;;;;;;Servidor Estatutário;;;;2;1;10;0;5;0;0;4;3;0;0;10;13
3138609;313860;31;MG;Lima Duarte;Lima Duarte;848,09;16149;12363;3786;728602;Pequeno I;3;3140000000000;01-06-1988;1988;29;F;Superior Completo;Assistente Social;Servidor Temporário;Coordenador(a);20 horas semanais;12/01/2016;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;1;10;0;5;0;0;4;3;0;0;10;13
3142106;314210;31;MG;Miradouro;Miradouro;301,55;10251;5671;4580;275986;Pequeno I;3;3140000000000;20-03-1991;1991;26;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;20 horas semanais;18/08/2017;De 16 a 29 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;2;1;10;0;5;0;0;4;3;0;0;10;13
3143302;314330;31;MG;Montes Claros;Montes Claros;3582,03;361915;344427;17488;601867;Grande;3;3140000000000;26-10-1982;1982;35;F;Especialização;Assistente Social;Servidor Temporário;Técnico(a) de nível superior;30 horas semanais;02/01/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;1;10;0;5;0;0;4;3;0;0;10;13
3143302;314330;31;MG;Montes Claros;Montes Claros;3582,03;361915;344427;17488;601867;Grande;3;3140000000000;15-05-1989;1989;28;F;Superior Completo;Psicólogo;Servidor Temporário;Técnico(a) de nível superior;30 horas semanais;11/03/2015;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;2;1;10;0;5;0;0;4;3;0;0;10;13
3143302;314330;31;MG;Montes Claros;Montes Claros;3582,03;361915;344427;17488;601867;Grande;3;3140000000000;15-03-1961;1961;56;F;Superior Completo;Outra formação de nível superior;Outro vínculo não permanente;Coordenador(a);40 horas semanais;21/08/2017;De 50 a 85 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;;;;;Outros vínculos não permanentes;2;1;10;0;5;0;0;4;3;0;0;10;13
3145356;314535;31;MG;Novo Oriente de Minas;Novo Oriente de Minas;754,08;10339;4421;5918;266651;Pequeno I;3;3150000000000;30-10-1986;1986;31;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico(a) de nível superior;30 horas semanais;04/09/2017;De 30 a 39 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;Assistente Social;;;;;;;Outros vínculos não permanentes;0;1;20;0;9;0;0;10;9;0;0;12;21
3145356;314535;31;MG;Novo Oriente de Minas;Novo Oriente de Minas;754,08;10339;4421;5918;266651;Pequeno I;3;3150000000000;30-09-1994;1994;23;F;Superior Completo;Psicólogo;Servidor Temporário;Coordenador(a);40 horas semanais;20/02/1017;De 16 a 29 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;0;1;20;0;9;0;0;10;9;0;0;12;21
3145356;314535;31;MG;Novo Oriente de Minas;Novo Oriente de Minas;754,08;10339;4421;5918;266651;Pequeno I;3;3150000000000;03-10-1969;1969;48;F;Superior Completo;Psicólogo;Servidor Temporário;Técnico(a) de nível superior;30 horas semanais;04/09/2017;De 40 a 49 anos;Nível Superior;;;Nível Superior;Outros vínculos não permanentes;;;;;Psicólogo;;;;Outros vínculos não permanentes;0;1;20;0;9;0;0;10;9;0;0;12;21
3145851;314585;31;MG;Oratórios;Oratórios;89,19;4493;3241;1252;187147;Pequeno I;3;3150000000000;17-09-1988;1988;29;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível superior;30 horas semanais;01/07/2016;De 16 a 29 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;Assistente Social;;;;Servidor Estatutário;;;;0;1;20;0;9;0;0;10;9;0;0;12;21
3145851;314585;31;MG;Oratórios;Oratórios;89,19;4493;3241;1252;187147;Pequeno I;3;3150000000000;07-02-1991;1991;26;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;40 horas semanais;18/10/2016;De 16 a 29 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;1;20;0;9;0;0;10;9;0;0;12;21
3145901;314590;31;MG;Ouro Branco;Ouro Branco;260,77;35268;31609;3659;247251;Pequeno II;3;3150000000000;29-07-1978;1978;39;F;Superior Completo;Psicólogo;Servidor Estatutário;Técnico(a) de nível superior;Menor que 20 horas semanais;01/07/2016;De 30 a 39 anos;Nível Superior;;;Nível Superior;Servidor Estatutário;;;;;Psicólogo;Servidor Estatutário;;;;0;1;20;0;9;0;0;10;9;0;0;12;21
