IBGE;UF_n;Região;Pop_Total2010;Quant_municipios;q81.3;q81.5;q81.6;q81.7;q81.8;q81.9;Idade;Faixas.etarias;TempoMandato;d81.5;d81.5bin1;d81.5bin2;d81.5bin3;d81.6bin1;d81.6bin2;d81.6bin3;d81.6bin4;d81.6bin1.TIT;d81.6bin1.SUPL;d81.6bin2.TIT;d81.6bin2.SUPL;d81.6bin3.TIT;d81.6bin3.SUPL;d81.6bin4.TIT;d81.6bin4.SUPL;d81.6bin1.sum;d81.6bin2.sum;d81.6bin3.sum;d81.6bin4.sum;d81.6bin1.TIT.sum;d81.6bin1.SUPL.sum;d81.6bin2.TIT.sum;d81.6bin2.SUPL.sum;d81.6bin3.TIT.sum;d81.6bin3.SUPL.sum;d81.6bin4.TIT.sum;d81.6bin4.SUPL.sum;nu.conselheiros
21;MA;Nordeste;6574789;217;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;26/set/17;26/set/19;79;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;2,00;2,00;1,00;8,00;2,00;0,00;2,00;0,00;1,00;0,00;5,00;3,00;13
21;MA;Nordeste;6574789;217;F;258;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;22/set/17;22/set/19;40;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;2,00;2,00;1,00;8,00;2,00;0,00;2,00;0,00;1,00;0,00;5,00;3,00;13
21;MA;Nordeste;6574789;217;F;256;Governamental Saude;Conselheiro Titular;26/set/17;26/set/19;29;18 a 29 anos;2;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;1,00;;2,00;2,00;1,00;8,00;2,00;0,00;2,00;0,00;1,00;0,00;5,00;3,00;13
21;MA;Nordeste;6574789;217;M;257;Governamental Outras areas;Conselheiro Suplente;04/out/17;26/set/19;27;18 a 29 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;2,00;1,00;8,00;2,00;0,00;2,00;0,00;1,00;0,00;5,00;3,00;13
21;MA;Nordeste;6574789;217;F;258;Governamental Assistencia Social;Conselheiro Suplente;27/out/17;26/set/19;60;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;2,00;1,00;8,00;2,00;0,00;2,00;0,00;1,00;0,00;5,00;3,00;13
21;MA;Nordeste;6574789;217;F;257;Governamental Outras areas;Conselheiro Titular;26/set/17;26/set/19;57;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;2,00;1,00;8,00;2,00;0,00;2,00;0,00;1,00;0,00;5,00;3,00;13
21;MA;Nordeste;6574789;217;F;258;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;22/set/17;22/set/19;55;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;2,00;2,00;1,00;8,00;2,00;0,00;2,00;0,00;1,00;0,00;5,00;3,00;13
21;MA;Nordeste;6574789;217;M;255;Sociedade Civil - dos usuarios;Conselheiro Titular;04/out/17;26/set/19;52;51 a 60 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;2,00;2,00;1,00;8,00;2,00;0,00;2,00;0,00;1,00;0,00;5,00;3,00;13
21;MA;Nordeste;6574789;217;F;257;Governamental Outras areas;Conselheiro Titular;26/set/17;26/set/19;44;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;2,00;1,00;8,00;2,00;0,00;2,00;0,00;1,00;0,00;5,00;3,00;13
21;MA;Nordeste;6574789;217;M;255;Sociedade Civil - organizacoes dos usuarios;Conselheiro(a) Presidente;26/set/17;26/set/19;49;41 a 50 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;2,00;2,00;1,00;8,00;2,00;0,00;2,00;0,00;1,00;0,00;5,00;3,00;13
21;MA;Nordeste;6574789;217;F;257;Governamental Outras areas;Conselheiro Suplente;26/set/17;26/set/19;43;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;2,00;1,00;8,00;2,00;0,00;2,00;0,00;1,00;0,00;5,00;3,00;13
21;MA;Nordeste;6574789;217;F;255;Governamental Outras areas;Vice-Presidente;26/set/17;26/set/19;33;30 a 40 anos;2;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;1,00;;2,00;2,00;1,00;8,00;2,00;0,00;2,00;0,00;1,00;0,00;5,00;3,00;13
22;PI;Nordeste;3118360;224;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;17/nov/17;16/nov/19;32;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;17/nov/17;16/nov/19;34;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;258;Governamental Assistencia Social;Conselheiro Suplente;17/nov/17;16/nov/19;30;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Outras areas;Conselheiro Titular;17/nov/17;16/nov/19;64;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;M;257;Governamental Outras areas;Conselheiro Titular;17/nov/17;16/nov/19;56;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;261;Governamental Assistencia Social;Conselheiro Titular;17/nov/17;16/nov/19;65;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;17/nov/17;16/nov/19;60;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Outras areas;Conselheiro Titular;17/nov/17;16/nov/19;58;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;M;257;Governamental Outras areas;Conselheiro Titular;17/nov/17;16/nov/19;46;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Outras areas;Conselheiro Titular;17/nov/17;16/nov/19;46;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Outras areas;Conselheiro Suplente;17/nov/17;16/nov/19;59;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Outras areas;Vice-Presidente;17/nov/17;16/nov/19;58;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Educacao;Conselheiro Titular;17/nov/17;16/nov/19;53;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Assistencia Social;Conselheiro Suplente;17/nov/17;16/nov/19;51;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;M;257;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;17/nov/17;16/nov/19;53;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Educacao;Conselheiro Suplente;17/nov/17;16/nov/19;56;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Outras areas;Conselheiro Suplente;17/nov/17;16/nov/19;55;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Assistencia Social;Conselheiro Suplente;17/nov/17;16/nov/19;47;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Saude;Conselheiro Titular;17/nov/17;16/nov/19;48;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Outras areas;Conselheiro Suplente;17/nov/17;16/nov/19;51;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;M;257;Governamental Outras areas;Conselheiro Suplente;17/nov/17;16/nov/19;46;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Governamental Saude;Conselheiro Titular;17/nov/17;16/nov/19;48;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;17/nov/17;16/nov/19;46;41 a 50 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;M;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;17/nov/17;16/nov/19;48;41 a 50 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;17/nov/17;16/nov/19;47;41 a 50 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;255;Sociedade Civil - dos usuarios;Conselheiro Titular;17/nov/17;16/nov/19;45;41 a 50 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;M;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;17/nov/17;16/nov/19;41;41 a 50 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;M;258;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;17/nov/17;16/nov/19;35;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;17/nov/17;16/nov/19;52;51 a 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;260;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro(a) Presidente;17/nov/17;16/nov/19;41;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;M;257;Governamental Outras areas;Conselheiro Titular;17/nov/17;16/nov/19;40;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;M;255;Governamental Outras areas;Conselheiro Titular;17/nov/17;16/nov/19;52;51 a 60 anos;2;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;1,00;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
22;PI;Nordeste;3118360;224;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;17/nov/17;16/nov/19;37;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;1,00;6,00;6,00;20,00;1,00;0,00;3,00;3,00;3,00;3,00;12,00;8,00;33
23;CE;Nordeste;8452381;184;M;258;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;27/jun/16;30/jun/18;31;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;258;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;27/jun/16;30/jun/18;28;18 a 29 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;257;Governamental Outras areas;Conselheiro Suplente;27/jun/16;27/jun/18;29;18 a 29 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;255;Sociedade Civil - dos usuarios;Conselheiro Suplente;27/jun/16;27/jun/18;29;18 a 29 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;257;Governamental Outras areas;Conselheiro Suplente;27/jun/16;27/jun/18;49;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;260;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;27/jun/16;30/jun/18;60;51 a 60 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;M;257;Governamental Outras areas;Conselheiro Titular;27/jun/16;30/jun/18;65;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;M;254;Sociedade Civil - dos usuarios;Conselheiro Suplente;27/jun/16;30/jun/18;67;Mais de 60 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;M;256;Governamental Outras areas;Conselheiro Suplente;27/jun/16;30/jun/18;58;51 a 60 anos;2;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;M;253;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;27/jun/16;30/jun/18;62;Mais de 60 anos;2;Nível fundamental;Nível fundamental;;;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;258;Governamental Saude;Conselheiro Titular;27/jun/16;30/jun/18;61;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;258;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro(a) Presidente;27/jun/16;30/jun/18;52;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;255;Governamental Outras areas;Conselheiro Suplente;27/jun/16;30/jun/18;59;51 a 60 anos;2;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;258;Governamental Outras areas;Conselheiro Titular;27/jun/16;27/jun/18;57;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;258;Governamental Saude;Conselheiro Suplente;27/jun/16;30/jun/18;59;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;257;Governamental Assistencia Social;Conselheiro Titular;27/jun/16;30/jun/18;57;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;M;257;Governamental Outras areas;Conselheiro Titular;19/jul/16;27/jun/18;52;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;255;Sociedade Civil - dos usuarios;Conselheiro Titular;27/jun/16;30/jun/18;54;51 a 60 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;257;Sociedade Civil - dos usuarios;Conselheiro Suplente;27/jun/16;30/jun/18;52;51 a 60 anos;2;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;258;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;24/ago/16;27/jun/18;55;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;258;Governamental Educacao;Conselheiro Titular;27/jun/16;30/jun/18;56;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;257;Governamental Outras areas;Conselheiro Suplente;27/jun/16;30/jun/18;56;51 a 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;255;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;27/jun/16;30/jun/18;54;51 a 60 anos;2;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;253;Sociedade Civil - dos usuarios;Conselheiro Titular;27/jun/16;30/jun/18;74;Mais de 60 anos;2;Nível fundamental;Nível fundamental;;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;256;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Suplente;02/set/16;02/jun/18;44;41 a 50 anos;2;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;260;Governamental Outras areas;Conselheiro Titular;27/jun/16;30/jun/18;49;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;M;256;Sociedade Civil - dos usuarios;Conselheiro Titular;27/jun/16;30/jun/18;46;41 a 50 anos;2;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;M;257;Sociedade Civil - dos usuarios;Conselheiro Suplente;27/jun/16;30/jun/18;46;41 a 50 anos;2;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;257;Governamental Assistencia Social;Conselheiro Suplente;27/jun/16;30/jun/18;67;Mais de 60 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;258;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Suplente;27/jun/16;30/jun/18;41;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;260;Sociedade Civil - organizacoes dos trabalhadores;Conselheiro Titular;27/jun/16;30/jun/18;38;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;258;Governamental Outras areas;Conselheiro Titular;27/jun/16;30/jun/18;42;41 a 50 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;M;255;Governamental Outras areas;Conselheiro Suplente;27/jun/16;30/jun/18;39;30 a 40 anos;2;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;257;Governamental Outras areas;Conselheiro Titular;27/jun/16;30/jun/18;38;30 a 40 anos;2;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;F;258;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;27/jun/16;30/jun/18;35;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
24;RN;Nordeste;3168027;167;F;257;Sociedade Civil - das entidade e Organizacoes de Ass. Social;Conselheiro Titular;19/ago/15;19/dez/17;34;30 a 40 anos;2;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;3,00;7,00;2,00;12,00;2,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;24
