UF;UF;Região;Pop_Total2010;Quant_municipios;q53_2;q53_3;q53_4;q53_5;q53_6;q53_7;q53_8;q53_9;REPRESENTAÇÃO;D53_2;D53_2_categoria;D53_4;D53_4bin1;D53_4bin2;D53_4bin3;D53_5bin1;D53_5bin2;D53_5bin3;D53_5bin4;D53_5bin1_TIT;D53_5bin1_SUPL;D53_5bin2_TIT;D53_5bin2_SUPL;D53_5bin3_TIT;D53_5bin3_SUPL;D53_5bin4_TIT;D53_5bin4_SUPL;D53_5bin1_sum;D53_5bin2_sum;D53_5bin3_sum;D53_5bin4_sum;D53_5bin1_TIT_sum;D53_5bin1_SUPL_sum;D53_5bin2_TIT_sum;D53_5bin2_SUPL_sum;D53_5bin3_TIT_sum;D53_5bin3_SUPL_sum;D53_5bin4_TIT_sum;D53_5bin4_SUPL_sum;nu_conselheiros
23;CE;Nordeste;8452381;184;20/01/1986;M;Especialização;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Empregado Público Celetista  CLT;27/06/2016;30/06/2018;5;30;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;29/01/1989;F;Especialização;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Terceirizado;27/06/2016;30/06/2018;7;27;Até 29 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;30/11/1987;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Outro vínculo não permanente;27/06/2016;27/06/2018;4;29;Até 29 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;20/03/1988;F;Médio Completo;Sociedade Civil  dos usuários;Conselheiro Suplente;Outro vínculo não permanente;27/06/2016;27/06/2018;6;28;Até 29 anos;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;22/03/1968;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Outro vínculo não permanente;27/06/2016;27/06/2018;4;48;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;15/02/1957;F;Mestrado;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Voluntário;27/06/2016;30/06/2018;5;59;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;04/04/1952;M;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;27/06/2016;30/06/2018;4;64;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;16/06/1950;M;Médio Incompleto;Sociedade Civil  dos usuários;Conselheiro Suplente;Sem vínculo;27/06/2016;30/06/2018;6;66;50 anos ou mais;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;05/03/1959;M;Superior Incompleto;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;27/06/2016;30/06/2018;4;57;50 anos ou mais;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;05/11/1954;M;Fundamental Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Outro vínculo não permanente;27/06/2016;30/06/2018;7;62;50 anos ou mais;Nível fundamental;Nível fundamental;;;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;22/05/1956;F;Especialização;Governamental  Saúde;Conselheiro Titular;Servidor Estatutário;27/06/2016;30/06/2018;3;60;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;14/01/1965;F;Especialização;Sociedade Civil  organizações dos trabalhadores;Conselheiro Presidente;Outro vínculo não permanente;27/06/2016;30/06/2018;7;51;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;12/03/1958;F;Médio Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;27/06/2016;30/06/2018;4;58;50 anos ou mais;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;16/05/1960;F;Especialização;Governamental  Outras áreas;Conselheiro Titular;Outro vínculo não permanente;27/06/2016;27/06/2018;4;56;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;09/05/1958;F;Especialização;Governamental  Saúde;Conselheiro Suplente;Servidor Estatutário;27/06/2016;30/06/2018;3;58;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;10/01/1960;F;Superior Completo;Governamental  Assistência Social;Conselheiro Titular;Servidor Estatutário;27/06/2016;30/06/2018;1;56;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;20/10/1964;M;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;19/07/2016;27/06/2018;4;52;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;23/11/1962;F;Médio Completo;Sociedade Civil  dos usuários;Conselheiro Titular;Voluntário;27/06/2016;30/06/2018;6;54;50 anos ou mais;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;25/07/1965;F;Superior Completo;Sociedade Civil  dos usuários;Conselheiro Suplente;Empregado Público Celetista  CLT;27/06/2016;30/06/2018;6;51;50 anos ou mais;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;06/03/1962;F;Especialização;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Sem vínculo;24/08/2016;27/06/2018;7;54;50 anos ou mais;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;22/10/1960;F;Especialização;Governamental  Educação;Conselheiro Titular;Servidor Estatutário;27/06/2016;30/06/2018;2;56;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;23/12/1960;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Terceirizado;27/06/2016;30/06/2018;4;56;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;03/09/1962;F;Médio Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Outro vínculo não permanente;27/06/2016;30/06/2018;5;54;50 anos ou mais;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;10/02/1943;F;Fundamental Completo;Sociedade Civil  dos usuários;Conselheiro Titular;Outro vínculo não permanente;27/06/2016;30/06/2018;6;73;50 anos ou mais;Nível fundamental;Nível fundamental;;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;22/04/1973;F;Superior Incompleto;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Sem vínculo;02/09/2016;02/06/2018;5;43;De 40 a 49 anos;Nível Médio;;Nível Médio;;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;22/03/1968;F;Mestrado;Governamental  Outras áreas;Conselheiro Titular;Servidor Estatutário;27/06/2016;30/06/2018;4;48;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;17/04/1971;M;Superior Incompleto;Sociedade Civil  dos usuários;Conselheiro Titular;Voluntário;27/06/2016;30/06/2018;6;45;De 40 a 49 anos;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;17/04/1971;M;Superior Completo;Sociedade Civil  dos usuários;Conselheiro Suplente;Outro vínculo não permanente;27/06/2016;30/06/2018;6;45;De 40 a 49 anos;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;21/12/1949;F;Superior Completo;Governamental  Assistência Social;Conselheiro Suplente;Servidor Estatutário;27/06/2016;30/06/2018;1;67;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;11/09/1975;F;Especialização;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Outro vínculo não permanente;27/06/2016;30/06/2018;7;41;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;20/04/1979;F;Mestrado;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Outro vínculo não permanente;27/06/2016;30/06/2018;7;37;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;17/04/1975;F;Especialização;Governamental  Outras áreas;Conselheiro Titular;Comissionado;27/06/2016;30/06/2018;4;41;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;06/12/1977;M;Médio Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;27/06/2016;30/06/2018;4;39;De 30 a 39 anos;Nível Médio;;Nível Médio;;;;;Representante do Governo;;;;;;;;1,00;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;04/04/1979;F;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Comissionado;27/06/2016;30/06/2018;4;37;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
23;CE;Nordeste;8452381;184;15/12/1981;F;Especialização;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Empregado Público Celetista  CLT;27/06/2016;30/06/2018;5;35;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;7,00;5,00;6,00;17,00;3,00;4,00;3,00;2,00;3,00;3,00;9,00;8,00;35
24;RN;Nordeste;3168027;167;15/01/1983;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;19/08/2015;19/08/2017;5;33;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;03/08/1984;M;Superior Completo;Sociedade Civil  dos usuários;Conselheiro Titular;Sem vínculo;19/08/2015;19/08/2017;6;32;De 30 a 39 anos;Nível Superior;;;Nível Superior;Representante de usuários e organização de usuários;;;;1,00;;;;;;;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;07/11/1976;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Outro vínculo não permanente;19/08/2015;19/08/2017;5;40;De 40 a 49 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;26/09/1976;M;Mestrado;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;19/08/2015;19/08/2017;5;40;De 40 a 49 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;02/05/1978;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Sem vínculo;19/08/2015;19/08/2017;5;38;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;24/12/1980;F;Superior Completo;Governamental  Saúde;Conselheiro Titular;Servidor Estatutário;19/08/2015;19/08/2017;3;36;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;28/12/1976;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Servidor Estatutário;19/08/2015;19/08/2017;4;40;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;07/09/1948;F;Doutorado;Governamental  Assistência Social;Conselheiro Titular;Servidor Estatutário;19/08/2015;19/08/2017;1;68;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;22/06/1986;F;Mestrado;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;19/08/2015;19/08/2017;7;30;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;23/02/1989;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Sem vínculo;19/08/2015;19/08/2017;5;27;Até 29 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;08/10/1987;M;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Comissionado;19/08/2015;19/08/2017;4;29;Até 29 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;11/10/1988;F;Mestrado;Sociedade Civil  das entidade e Organizações de Ass Social;Vice-Presidente;Sem vínculo;19/08/2016;19/08/2017;5;28;Até 29 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;05/04/1950;F;Doutorado;Governamental  Assistência Social;Conselheiro Suplente;Servidor Estatutário;28/08/2015;19/08/2017;1;66;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;21/12/1949;M;Superior Completo;Governamental  Educação;Conselheiro Suplente;Servidor Estatutário;19/08/2015;19/08/2017;2;67;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;26/04/1955;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Comissionado;19/08/2015;19/08/2017;4;61;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;31/12/1960;M;Superior Completo;Governamental  Educação;Conselheiro Titular;Servidor Estatutário;19/08/2015;19/08/2017;2;56;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;18/03/1963;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Sem vínculo;19/08/2015;19/08/2017;5;53;50 anos ou mais;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;16/12/1963;F;Superior Completo;Governamental  Outras áreas;Conselheiro Presidente;Servidor Estatutário;19/08/2016;19/08/2017;4;53;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;17/11/1969;M;Superior Completo;Governamental  Saúde;Conselheiro Titular;Servidor Estatutário;19/08/2015;19/08/2017;3;47;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;05/05/1972;M;Médio Incompleto;Sociedade Civil  dos usuários;Conselheiro Suplente;Sem vínculo;19/08/2015;19/08/2017;6;44;De 40 a 49 anos;Nível Médio;;Nível Médio;;Representante de usuários e organização de usuários;;;;;1,00;;;;;;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;01/10/1969;F;Especialização;Governamental  Saúde;Conselheiro Suplente;Servidor Estatutário;19/08/2015;19/08/2017;3;47;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;22/07/1976;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Trabalhador de empresa Cooperativa Entidade Prestadora de Serviço;19/08/2015;19/08/2017;7;40;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
24;RN;Nordeste;3168027;167;06/01/1974;M;Especialização;Governamental  Assistência Social;Conselheiro Suplente;Comissionado;19/08/2015;19/08/2017;1;42;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;2,00;7,00;2,00;12,00;1,00;1,00;3,00;4,00;1,00;1,00;6,00;6,00;23
25;PB;Nordeste;3766528;223;21/03/1969;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;14/09/2014;29/11/2016;7;47;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
25;PB;Nordeste;3766528;223;10/09/1976;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;14/09/2014;29/11/2016;5;40;De 40 a 49 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
25;PB;Nordeste;3766528;223;18/11/1978;M;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Empregado Público Celetista  CLT;05/09/2014;29/11/2016;5;38;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
25;PB;Nordeste;3766528;223;12/08/1978;F;Fundamental Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Servidor Estatutário;05/09/2014;29/11/2016;5;38;De 30 a 39 anos;Nível fundamental;Nível fundamental;;;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
25;PB;Nordeste;3766528;223;11/11/1982;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Suplente;Empregado Público Celetista  CLT;05/09/2014;29/11/2016;5;34;De 30 a 39 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;;1,00;;;;;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
25;PB;Nordeste;3766528;223;24/08/1975;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Suplente;Sem vínculo;14/09/2014;29/11/2016;7;41;De 40 a 49 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;;1,00;;;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
25;PB;Nordeste;3766528;223;03/02/1981;F;Superior Completo;Sociedade Civil  organizações dos trabalhadores;Conselheiro Titular;Sem vínculo;14/09/2014;29/11/2016;7;35;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;Representante de organização dos trabalhadores;;;;;;1,00;;;;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
25;PB;Nordeste;3766528;223;06/12/1981;F;Mestrado;Governamental  Outras áreas;Conselheiro Suplente;Sem vínculo;01/10/2014;29/11/2016;4;35;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
25;PB;Nordeste;3766528;223;13/02/1980;F;Superior Completo;Governamental  Assistência Social;Conselheiro Presidente;Comissionado;14/09/2014;29/11/2016;1;36;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
25;PB;Nordeste;3766528;223;10/05/1981;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Comissionado;01/10/2014;29/11/2016;4;35;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
25;PB;Nordeste;3766528;223;20/03/1985;F;Superior Completo;Governamental  Outras áreas;Conselheiro Titular;Comissionado;14/09/2014;29/11/2016;4;31;De 30 a 39 anos;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;1,00;;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
25;PB;Nordeste;3766528;223;13/02/1988;F;Superior Completo;Sociedade Civil  das entidade e Organizações de Ass Social;Conselheiro Titular;Sem vínculo;14/09/2014;29/11/2016;5;28;Até 29 anos;Nível Superior;;;Nível Superior;;Representante de Entidades de Assistência Social;;;;;1,00;;;;;;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
25;PB;Nordeste;3766528;223;23/08/1957;F;Superior Completo;Governamental  Outras áreas;Conselheiro Suplente;Voluntário;26/11/2014;29/11/2016;4;59;50 anos ou mais;Nível Superior;;;Nível Superior;;;;Representante do Governo;;;;;;;;1,00;3,00;6,00;5,00;8,00;3,00;0,00;3,00;3,00;4,00;1,00;3,00;5,00;22
