NU_IDENTIFICADOR;IBGE;IBGE7;Região;UF;Municipio;Pop_Total2010;Porte_pop2010;co_seq_dirigente;q39_2;q39_3;q39_6;q39_7;q39_8;q39_9;q39_10;q39_11;q39_12_1;q39_12_2;q39_12_3;D39_2;D39_2categoria;D39_6;D39_8;D39_6bin1;D39_6bin2;D39_6bin3;D39_8bin1;D39_8bin2;D39_8bin3;D39_8bin4;D39_7bin1;D39_7bin2;D39_7bin3;D39_7bin4;D39_7bin5
35188097034;351880;3518800;Região Sudeste;SP;Guarulhos;1221979;Metrópole;985842;1/15/1994;M;Superior Completo;Assistente Social;Terceirizado;Outros;40 horas semanais;10/1/2014;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;Outros;21;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
35503098122;355030;3550308;Região Sudeste;SP;São Paulo;11253503;Metrópole;1066648;7/31/1993;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico de nível superior;30 horas semanais;8/6/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;22;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
21122097838;211220;2112209;Região Nordeste;MA;Timon;155460;Grande;988843;2/3/1992;F;Superior Completo;Assistente Social;Servidor Temporário;Coordenador(a);40 horas semanais;9/1/2014;Serviço Especializado para Pessoas em Situação de Rua;Atividades de gestão (administrativo);Outros;23;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
35055097673;350550;3505500;Região Sudeste;SP;Barretos;112101;Grande;484915;4/7/1992;F;Superior Completo;Assistente Social;Empregado Público (CLT);Educador(a) Social;40 horas semanais;10/5/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;23;Até 29 anos;Nível Superior;Empregado Público (CLT); ; ;Nível Superior; ;Empregado Público (CLT); ; ; ;Assistente Social; ; ; 
15008097764;150080;1500800;Região Norte;PA;Ananindeua;471980;Grande;1049317;3/24/1991;F;Superior Incompleto;Assistente Social;Outro vínculo não permanente;Estagiário(a);20 horas semanais;3/17/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;24;Até 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
43149097804;431490;4314902;Região Sul;RS;Porto Alegre;1409351;Metrópole;660936;10/6/1991;F;Superior Completo;Assistente Social;Terceirizado;Educador(a) Social;40 horas semanais;12/8/2014;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;24;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
51084097234;510840;5108402;Região Centro-Oeste;MT;Várzea Grande;252596;Grande;1078490;4/23/1991;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico de nível superior;30 horas semanais;2/2/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;24;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
28067098118;280670;2806701;Região Nordeste;SE;São Cristóvão;78864;Médio;756839;4/29/1991;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico de nível superior;30 horas semanais;4/8/2015;Serviço Especializado para Pessoas em Situação de Rua; ;Serviço de Abordagem Social;24;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
23097098081;230970;2309706;Região Nordeste;CE;Pacatuba;72299;Médio;1016954;12/24/1991;F;Superior Completo;Assistente Social;Terceirizado;Técnico de nível superior;30 horas semanais;2/1/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;24;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
42054095896;420540;4205407;Região Sul;SC;Florianópolis;421240;Grande;723865;5/1/1991;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico de nível superior;30 horas semanais;2/10/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;24;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
35414097198;354140;3541406;Região Sudeste;SP;Presidente Prudente;207610;Grande;1091170;11/16/1991;F;Superior Completo;Assistente Social;Terceirizado;Outros;40 horas semanais;4/6/2015;Serviço de Abordagem Social; ; ;24;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
35387095714;353870;3538709;Região Sudeste;SP;Piracicaba;364571;Grande;505816;10/28/1991;F;Superior Completo;Assistente Social;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Técnico de nível superior;40 horas semanais;8/25/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;24;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
41152096128;411520;4115200;Região Sul;PR;Maringá;357077;Grande;709978;7/17/1990;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico de nível superior;30 horas semanais;2/3/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;25;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
23129097932;231290;2312908;Região Nordeste;CE;Sobral;188233;Grande;1007119;10/31/1990;F;Superior Completo;Assistente Social;Sem Vínculo;Técnico de nível superior;30 horas semanais;3/2/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;25;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
29180098080;291800;2918001;Região Nordeste;BA;Jequié;151895;Grande;1048583;4/17/1990;F;Superior Completo;Assistente Social;Empregado Público (CLT);Técnico de nível superior;30 horas semanais;8/6/2015;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social; ;25;Até 29 anos;Nível Superior;Empregado Público (CLT); ; ;Nível Superior; ;Empregado Público (CLT); ; ; ;Assistente Social; ; ; 
41182098113;411820;4118204;Região Sul;PR;Paranaguá;140469;Grande;473116;9/12/1990;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico de nível superior;30 horas semanais;7/24/2015;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social; ;25;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
41014098054;410140;4101408;Região Sul;PR;Apucarana;120919;Grande;509280;5/17/1990;F;Superior Completo;Assistente Social;Comissionado;Coordenador(a);40 horas semanais;12/2/2012;Atividades de gestão (administrativo);Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;25;Até 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ; ;Assistente Social; ; ; 
31062097926;310620;3106200;Região Sudeste;MG;Belo Horizonte;2375151;Metrópole;928091;4/30/1990;F;Superior Incompleto;Assistente Social;Outro vínculo não permanente;Estagiário(a);20 horas semanais;5/5/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;25;Até 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
33004098087;330040;3300407;Região Sudeste;RJ;Barra Mansa;177813;Grande;724696;8/4/1990;F;Superior Completo;Assistente Social;Empregado Público (CLT);Técnico de nível superior;30 horas semanais;8/28/2014;Serviço de Abordagem Social; ; ;25;Até 29 anos;Nível Superior;Empregado Público (CLT); ; ;Nível Superior; ;Empregado Público (CLT); ; ; ;Assistente Social; ; ; 
33004098087;330040;3300407;Região Sudeste;RJ;Barra Mansa;177813;Grande;928793;4/16/1990;F;Superior Completo;Assistente Social;Comissionado;Coordenador(a);40 horas semanais;4/7/2014;Atividades de gestão (administrativo); ; ;25;Até 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ; ;Assistente Social; ; ; 
35503096298;355030;3550308;Região Sudeste;SP;São Paulo;11253503;Metrópole;726699;7/27/1990;F;Superior Completo;Assistente Social;Comissionado;Técnico de nível superior;30 horas semanais;3/10/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;25;Até 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ; ;Assistente Social; ; ; 
13549803417;354980;3549805;Região Sudeste;SP;São José do Rio Preto;408258;Grande;507238;2/17/1990;F;Superior Completo;Assistente Social;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Técnico de nível superior;30 horas semanais;3/17/2014;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;Outros;25;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
35517098026;355170;3551702;Região Sudeste;SP;Sertãozinho;110074;Grande;808592;5/22/1990;F;Superior Completo;Assistente Social;Comissionado;Coordenador(a);40 horas semanais;6/22/2015;Atividades de gestão (administrativo);Serviço Especializado para Pessoas em Situação de Rua;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);25;Até 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ; ;Assistente Social; ; ; 
13549803417;354980;3549805;Região Sudeste;SP;São José do Rio Preto;408258;Grande;876768;2/12/1990;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico(a) de nível médio;Maior que 40 horas semanais;5/2/2013;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);25;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
23042098022;230420;2304202;Região Nordeste;CE;Crato;121428;Grande;774179;3/6/1989;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico de nível superior;30 horas semanais;1/2/2013;Serviço Especializado para Pessoas em Situação de Rua; ; ;26;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
23097098081;230970;2309706;Região Nordeste;CE;Pacatuba;72299;Médio;862047;4/12/1989;F;Superior Completo;Assistente Social;Terceirizado;Técnico de nível superior;30 horas semanais;3/2/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;26;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
23096098104;230960;2309607;Região Nordeste;CE;Pacajus;61838;Médio;1099611;8/11/1989;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico de nível superior;30 horas semanais;10/1/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;26;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
25108098088;251080;2510808;Região Nordeste;PB;Patos;100674;Grande;923124;2/21/1989;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico de nível superior;30 horas semanais;3/3/2015;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;Outros;26;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
27063098112;270630;2706307;Região Nordeste;AL;Palmeira dos Índios;70368;Médio;1014987;8/22/1989;F;Especialização;Assistente Social;Servidor Temporário;Técnico de nível superior;30 horas semanais;12/4/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;26;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
35269094904;352690;3526902;Região Sudeste;SP;Limeira;276022;Grande;648593;11/3/1989;M;Especialização;Assistente Social;Servidor Estatutário;Coordenador(a);40 horas semanais;4/14/2014;Atividades de gestão (administrativo); ; ;26;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
31277096176;312770;3127701;Região Sudeste;MG;Governador Valadares;263689;Grande;1000208;7/15/1989;F;Superior Completo;Assistente Social;Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços;Técnico de nível superior;30 horas semanais;7/4/2014;Serviço Especializado para Pessoas em Situação de Rua;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);Outros;26;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
31067097571;310670;3106705;Região Sudeste;MG;Betim;378089;Grande;981027;9/8/1989;M;Superior Completo;Assistente Social;Terceirizado;Técnico de nível superior;20 horas semanais;5/13/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;26;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
31062094302;310620;3106200;Região Sudeste;MG;Belo Horizonte;2375151;Metrópole;915454;8/14/1989;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico de nível superior;40 horas semanais;10/27/2013;Serviço Especializado para Pessoas em Situação de Rua; ; ;26;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
35231098085;352310;3523107;Região Sudeste;SP;Itaquaquecetuba;321770;Grande;800654;4/4/1989;M;Superior Completo;Assistente Social;Servidor Estatutário;Apoio administrativo;Maior que 40 horas semanais;1/6/2014;Atividades de gestão (administrativo);Serviço de Abordagem Social; ;26;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
35503098122;355030;3550308;Região Sudeste;SP;São Paulo;11253503;Metrópole;507997;5/1/1989;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico de nível superior;30 horas semanais;8/11/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;26;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
31298098103;312980;3129806;Região Sudeste;MG;Ibirité;158954;Grande;910876;1/1/1989;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico de nível superior;30 horas semanais;3/31/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;26;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
23044097740;230440;2304400;Região Nordeste;CE;Fortaleza;2452185;Metrópole;670099;4/18/1988;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico de nível superior;30 horas semanais;3/23/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
50032097850;500320;5003207;Região Centro-Oeste;MS;Corumbá;103703;Grande;964797;10/18/1988;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico de nível superior;40 horas semanais;8/25/2014;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social; ;27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
13025098092;130250;1302504;Região Norte;AM;Manacapuru;85141;Médio;916529;8/10/1988;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico de nível superior;30 horas semanais;11/1/2013;Serviço Especializado para Pessoas em Situação de Rua;Outros;Serviço de Abordagem Social;27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
43149096290;431490;4314902;Região Sul;RS;Porto Alegre;1409351;Metrópole;671802;4/25/1988;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico de nível superior;40 horas semanais;9/30/2015;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;27;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
21053097918;210530;2105302;Região Nordeste;MA;Imperatriz;247505;Grande;705307;6/1/1988;F;Superior Completo;Assistente Social;Empregado Público (CLT);Técnico de nível superior;30 horas semanais;5/6/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;27;Até 29 anos;Nível Superior;Empregado Público (CLT); ; ;Nível Superior; ;Empregado Público (CLT); ; ; ;Assistente Social; ; ; 
50027095878;500270;5002704;Região Centro-Oeste;MS;Campo Grande;786797;Grande;722459;2/8/1988;M;Superior Completo;Assistente Social;Comissionado;Coordenador(a);40 horas semanais;6/11/2014;Atividades de gestão (administrativo); ; ;27;Até 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ; ;Assistente Social; ; ; 
29136097900;291360;2913606;Região Nordeste;BA;Ilhéus;184236;Grande;1092045;3/17/1988;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico de nível superior;30 horas semanais;2/2/2014;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
23076597224;230765;2307650;Região Nordeste;CE;Maracanaú;209057;Grande;496517;2/10/1988;F;Especialização;Assistente Social;Servidor Estatutário;Técnico de nível superior;30 horas semanais;5/2/2012;Serviço Especializado para Pessoas em Situação de Rua;Outros; ;27;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
51076098052;510760;5107602;Região Centro-Oeste;MT;Rondonópolis;195476;Grande;372294;11/6/1988;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico de nível superior;30 horas semanais;9/1/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
23073097218;230730;2307304;Região Nordeste;CE;Juazeiro do Norte;249939;Grande;438494;11/22/1988;M;Superior Completo;Assistente Social;Servidor Temporário;Técnico de nível superior;30 horas semanais;1/2/2015;Serviço de Abordagem Social; ; ;27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
33020097762;330200;3302007;Região Sudeste;RJ;Itaguaí;109091;Grande;844640;1/21/1988;F;Superior Completo;Assistente Social;Servidor Estatutário;Coordenador(a);Menor que 20 horas semanais;4/21/2014;Atividades de gestão (administrativo);Serviço Especializado para Pessoas em Situação de Rua;Outros;27;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
26164097934;261640;2616407;Região Nordeste;PE;Vitória de Santo Antão;129974;Grande;935530;7/15/1988;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico de nível superior;30 horas semanais;2/3/2014;Serviço Especializado para Pessoas em Situação de Rua;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);Serviço de Abordagem Social;27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
42054095896;420540;4205407;Região Sul;SC;Florianópolis;421240;Grande;927962;9/26/1988;F;Superior Completo;Assistente Social;Servidor Estatutário;Coordenador(a);30 horas semanais;4/16/2014;Atividades de gestão (administrativo); ; ;27;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
26116096538;261160;2611606;Região Nordeste;PE;Recife;1537704;Metrópole;738578;5/20/1988;F;Superior Completo;Assistente Social;Servidor Estatutário;Educador(a) Social;40 horas semanais;10/13/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;27;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
26116097090;261160;2611606;Região Nordeste;PE;Recife;1537704;Metrópole;738226;2/22/1988;F;Superior Completo;Assistente Social;Servidor Estatutário;Educador(a) Social;40 horas semanais;11/3/2015;Serviço de Abordagem Social; ; ;27;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
31525097754;315250;3152501;Região Sudeste;MG;Pouso Alegre;130615;Grande;532133;3/1/1988;F;Superior Completo;Assistente Social;Servidor Estatutário;Coordenador(a);40 horas semanais;10/1/2015;Atividades de gestão (administrativo);Serviço Especializado para Pessoas em Situação de Rua;Outros;27;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
31567098086;315670;3156700;Região Sudeste;MG;Sabará;126269;Grande;723407;11/26/1988;F;Superior Completo;Assistente Social;Outro vínculo não permanente;Coordenador(a);40 horas semanais;1/6/2014;Atividades de gestão (administrativo);Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
31062094302;310620;3106200;Região Sudeste;MG;Belo Horizonte;2375151;Metrópole;729725;11/24/1988;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico de nível superior;40 horas semanais;7/1/2012;Serviço Especializado para Pessoas em Situação de Rua; ; ;27;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
33051097142;330510;3305109;Região Sudeste;RJ;São João de Meriti;458673;Grande;209698;1/9/1988;F;Superior Completo;Assistente Social;Comissionado;Coordenador(a);40 horas semanais;6/10/2014;Atividades de gestão (administrativo); ; ;27;Até 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ; ;Assistente Social; ; ; 
33010096432;330100;3301009;Região Sudeste;RJ;Campos dos Goytacazes;463731;Grande;727888;12/30/1988;F;Superior Completo;Assistente Social;Outro vínculo não permanente;Técnico de nível superior;20 horas semanais;8/12/2012;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
33033096728;330330;3303302;Região Sudeste;RJ;Niterói;487562;Grande;1073887;3/18/1988;F;Superior Completo;Assistente Social;Servidor Temporário;Técnico de nível superior;30 horas semanais;8/20/2015;Serviço Especializado para Pessoas em Situação de Rua; ; ;27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
33004098087;330040;3300407;Região Sudeste;RJ;Barra Mansa;177813;Grande;958632;9/25/1988;F;Superior Completo;Assistente Social;Empregado Público (CLT);Técnico de nível superior;30 horas semanais;8/28/2014;Serviço de Abordagem Social; ; ;27;Até 29 anos;Nível Superior;Empregado Público (CLT); ; ;Nível Superior; ;Empregado Público (CLT); ; ; ;Assistente Social; ; ; 
33010096432;330100;3301009;Região Sudeste;RJ;Campos dos Goytacazes;463731;Grande;727955;11/9/1988;F;Especialização;Assistente Social;Outro vínculo não permanente;Técnico de nível superior;20 horas semanais;7/1/2012;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
35414097198;354140;3541406;Região Sudeste;SP;Presidente Prudente;207610;Grande;640726;4/14/1988;F;Superior Completo;Assistente Social;Servidor Estatutário;Técnico de nível superior;30 horas semanais;2/1/2013;Atividades de gestão (administrativo); ; ;27;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
35055097673;350550;3505500;Região Sudeste;SP;Barretos;112101;Grande;692276;8/19/1988;F;Superior Completo;Assistente Social;Servidor Estatutário;Coordenador(a);40 horas semanais;3/1/2015;Serviço Especializado para Pessoas em Situação de Rua; ;Atividades de gestão (administrativo);27;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
12004097308;120040;1200401;Região Norte;AC;Rio Branco;336038;Grande;1006707;8/12/1988;F;Superior Completo;Assistente Social;Terceirizado;Educador(a) Social;40 horas semanais;12/2/2013;Serviço de Abordagem Social; ; ;27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
29032098078;290320;2903201;Região Nordeste;BA;Barreiras;137427;Grande;1009779;9/30/1988;F;Especialização;Assistente Social;Servidor Temporário;Técnico de nível superior;30 horas semanais;2/1/2015;Serviço Especializado para Pessoas em Situação de Rua;Serviço de Abordagem Social;Atividades de gestão (administrativo);27;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
13026095800;130260;1302603;Região Norte;AM;Manaus;1802014;Metrópole;669468;4/23/1988;F;Superior Completo;Assistente Social;Comissionado;Coordenador(a);40 horas semanais;12/19/2011;Atividades de gestão (administrativo);Outros; ;27;Até 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ; ;Assistente Social; ; ; 
23044097740;230440;2304400;Região Nordeste;CE;Fortaleza;2452185;Metrópole;968349;9/15/1987;F;Superior Completo;Assistente Social;Comissionado;Coordenador(a);40 horas semanais;9/1/2014;Outros; ; ;28;Até 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ;Comissionado; ; ;Assistente Social; ; ; 
29333096828;293330;2933307;Região Nordeste;BA;Vitória da Conquista;306866;Grande;1070822;5/11/1987;F;Superior Completo;Assistente Social;Servidor Estatutário;Educador(a) Social;40 horas semanais;6/26/2015;Serviço de Abordagem Social; ; ;28;Até 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Servidor Estatutário; ; ; ; ;Assistente Social; ; ; 
22110095894;221100;2211001;Região Nordeste;PI;Teresina;814230;Grande;969056;6/17/1987;F;Superior Incompleto;Assistente Social;Outro vínculo não permanente;Estagiário(a);20 horas semanais;9/15/2014;Serviço Especializado para Pessoas em Situação de Rua; ; ;28;Até 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
41152096128;411520;4115200;Região Sul;PR;Maringá;357077;Grande;738605;10/17/1987;F;Superior Completo;Assistente Social;Terceirizado;Técnico de nível superior;Menor que 20 horas semanais;12/2/2013;Serviço Especializado para Pessoas em Situação de Rua; ; ;28;Até 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Outros vínculos não permanentes; ;Assistente Social; ; ; 
