Variável;Descrição
q40.10.1;q1: Serviços/Programas de Segurança Alimentar - Possui dados de localização (endereço, telefone, etc.)
q40.10.2;q2: Serviços/Programas de Segurança Alimentar - Recebe usuários encaminhados por este Centro de Referência
q40.10.3;q3: Serviços/Programas de Segurança Alimentar - Encaminha usuários para este Centro de Referência
q40.10.4;q4: Serviços/Programas de Segurança Alimentar - Acompanha os encaminhamentos
q40.10.5;q5: Serviços/Programas de Segurança Alimentar - Realiza reuniões periódicas
q40.10.6;q6: Serviços/Programas de Segurança Alimentar - Troca Informações
q40.10.7;q7: Serviços/Programas de Segurança Alimentar - Realiza estudos de caso em conjunto
q40.10.8;q8: Serviços/Programas de Segurança Alimentar - Desenvolve atividades em parceria
q40.10.9;q9: Serviços/Programas de Segurança Alimentar - Possui fluxo/protocolo de articulação
q40.10.0;q0: Serviços/Programas de Segurança Alimentar - Não tem nenhuma articulação
q40.10.99;q99: Serviços/Programas de Segurança Alimentar - Serviço ou instituição não existente no Município/DF
q40.11.1;q1: Serviços/Programas de Habitação - Possui dados de localização (endereço, telefone, etc.)
q40.11.2;q2: Serviços/Programas de Habitação - Recebe usuários encaminhados por este Centro de Referência
q40.11.3;q3: Serviços/Programas de Habitação - Encaminha usuários para este Centro de Referência
q40.11.4;q4: Serviços/Programas de Habitação - Acompanha os encaminhamentos
q40.11.5;q5: Serviços/Programas de Habitação - Realiza reuniões periódicas
q40.11.6;q6: Serviços/Programas de Habitação - Troca Informações
q40.11.7;q7: Serviços/Programas de Habitação - Realiza estudos de caso em conjunto
q40.11.8;q8: Serviços/Programas de Habitação - Desenvolve atividades em parceria
q40.11.9;q9: Serviços/Programas de Habitação - Possui fluxo/protocolo de articulação
q40.11.0;q0: Serviços/Programas de Habitação - Não tem nenhuma articulação
q40.11.99;q99: Serviços/Programas de Habitação - Serviço ou instituição não existente no Município/DF
q40.12.1;q1: Serviços/Programas de Geração de Trabalho e Renda - Possui dados de localização (endereço, telefone, etc.)
q40.12.2;q2: Serviços/Programas de Geração de Trabalho e Renda - Recebe usuários encaminhados por este Centro de Referência
q40.12.3;q3: Serviços/Programas de Geração de Trabalho e Renda - Encaminha usuários para este Centro de Referência
q40.12.4;q4: Serviços/Programas de Geração de Trabalho e Renda - Acompanha os encaminhamentos
q40.12.5;q5: Serviços/Programas de Geração de Trabalho e Renda - Realiza reuniões periódicas
q40.12.6;q6: Serviços/Programas de Geração de Trabalho e Renda - Troca Informações
q40.12.7;q7: Serviços/Programas de Geração de Trabalho e Renda - Realiza estudos de caso em conjunto
q40.12.8;q8: Serviços/Programas de Geração de Trabalho e Renda - Desenvolve atividades em parceria
q40.12.9;q9: Serviços/Programas de Geração de Trabalho e Renda - Possui fluxo/protocolo de articulação
q40.12.0;q0: Serviços/Programas de Geração de Trabalho e Renda - Não tem nenhuma articulação
q40.12.99;q99: Serviços/Programas de Geração de Trabalho e Renda - Serviço ou instituição não existente no Município/DF
q40.13.1;q1: Órgãos de Defesa de Direitos - Possui dados de localização (endereço, telefone, etc.)
q40.13.2;q2: Órgãos de Defesa de Direitos - Recebe usuários encaminhados por este Centro de Referência
q40.13.3;q3: Órgãos de Defesa de Direitos - Encaminha usuários para este Centro de Referência
q40.13.4;q4: Órgãos de Defesa de Direitos - Acompanha os encaminhamentos
q40.13.5;q5: Órgãos de Defesa de Direitos - Realiza reuniões periódicas
q40.13.6;q6: Órgãos de Defesa de Direitos - Troca Informações
q40.13.7;q7: Órgãos de Defesa de Direitos - Realiza estudos de caso em conjunto
q40.13.8;q8: Órgãos de Defesa de Direitos - Desenvolve atividades em parceria
q40.13.9;q9: Órgãos de Defesa de Direitos - Possui fluxo/protocolo de articulação
q40.13.0;q0: Órgãos de Defesa de Direitos - Não tem nenhuma articulação
q40.13.99;q99: Órgãos de Defesa de Direitos - Serviço ou instituição não existente no Município/DF
q40.14.1;q1: Movimentos organizados da população em situação de rua - Possui dados de localização (endereço, telefone, etc.)
q40.14.2;q2: Movimentos organizados da população em situação de rua - Recebe usuários encaminhados por este Centro de Referência
q40.14.3;q3: Movimentos organizados da população em situação de rua - Encaminha usuários para este Centro de Referência
q40.14.4;q4: Movimentos organizados da população em situação de rua - Acompanha os encaminhamentos
q40.14.5;q5: Movimentos organizados da população em situação de rua - Realiza reuniões periódicas
q40.14.6;q6: Movimentos organizados da população em situação de rua - Troca Informações
q40.14.7;q7: Movimentos organizados da população em situação de rua - Realiza estudos de caso em conjunto
q40.14.8;q8: Movimentos organizados da população em situação de rua - Desenvolve atividades em parceria
q40.14.9;q9: Movimentos organizados da população em situação de rua - Possui fluxo/protocolo de articulação
q40.14.0;q0: Movimentos organizados da população em situação de rua - Não tem nenhuma articulação
q40.14.99;q99: Movimentos organizados da população em situação de rua - Serviço ou instituição não existente no Município/DF
q41.1;q1: Pessoa com Deficiência
q41.2;q2: Gênero
q41.3;q3: População em situação de rua
q41.4;q4: População LGBT (Lésbicas, gays, bissexuais, transgêneros e intersexuais)
q41.5;q5: População e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, extrativistas, dentre outros)
q41.6;q6: Álcool e outras drogas
q41.7;q7: Raça e etnia
q41.8;q8: Violências e violações de direitos
q41.9;q9: Trabalho infantil
q41.10;q10: Infância/Juventude
q41.11;q11: Envelhecimento
q41.12;q12: Sistema socioeducativo/Medida Socioeducativa/SINASE
q41.99;q99: Outros
q41.0;q0: Não participou de capacitação
q41.99.qual;q41.1. Especifique:
q42;q42. Nesta unidade, algum profissional já participou de algum curso do CAPACITASUAS?
q42.1;q42.1. Quantos?
q43;q43. O coordenador desta Unidade:
q45.4;q45.4. Cargo/Função:
q45.4.1;q45.4.1. Cargo/Função Especifique:
q46.4;q46.4. Cargo/Função:
q46.4.1;q46.4.1. Cargo/Função Especifique:
D44.7bin1.sum;qD44.7bin1.Número de trabalhadores de Nível fundamental (inclui trabalhadores sem escolaridade, fundamental incompleto e ensino médio incompleto)
D44.7bin2.sum;qD44.7bin2.Número de trabalhadores de Nível médio (inclui trabalhadores com ensino superior incompleto)
D44.7bin3.sum;qD44.7bin3.Número de trabalhadores de Nível superior (inclui trabalhadores com especialização, mestrado e doutorado)
D44.8bin1.sum;qD44.8bin1.sum.Número de Pedagogos
D44.8bin2.sum;qD44.8bin2.sum.Número de Assistentes Sociais
D44.8bin3.sum;qD44.8bin3.sum.Número de Antropólogos
D44.8bin4.sum;qD44.8bin4.sum.Número de Advogados
D44.8bin5.sum;qD44.8bin5.sum.Número de Psicólogos
D44.9bin1.sum;qD44.9bin1.Número de Servidores Estatutários
D44.9bin2.sum;qD44.9bin2.Número de Empregados Públicos(CLT)
D44.9bin3.sum;qD44.9bin3.Número de Comissionados
D44.9bin4.sum;"qD44.9bin4.Número de profissionais com outros vínculos não permanentes(inclui Trabalhador de Empresas/Cooperativa/Entidade Prestadora de Serviços; Voluntários;Temporário; Sem vínculo; Terceirizado e Outro vínculo não permanente)"
nu.trabalhadores;Número de trabalhadores no Centro POP
D1.horas.por.semana.fx;D1.horas.por.semana.fx.Total de horas por semana que o CENTRO POP encontra-se em funcionamento
D6.total.salas.atend;D6.Total de salas utilizadas para atendimento individual ou coletivo
D6.total.salas.adm.e.atend;D6.Total de salas utilizadas para atendimento e para atividades administrativas
D6.Salas.atend.fx;D6.Salas.atend.fx.Número de salas utilizadas para atendimento individual ou coletivo
D6.total.salas.adm.e.atend.fx;D6.Total de salas utilizadas para atendimento e para atividades administrativas.fx
D6.6;D6.6.Quantidade de banheiros de uso exclusivo dos trabalhadores do Centro POP
D6.7;D6.7.Quantidade de banheiros para uso dos usuários do Centro POP
D6.8;D6.8.Quantidade de espaços para higiene pessoal (Box com chuveiros individualizados)
D11.1;D11.1.Quantidade de computadores no CENTRO POP
D11.2;D9.2.Quantidade de computadores conectados à internet no CENTRO POP
D11.3;D11.3.Quantidade de computadores para utilização pelos usuários
D11.4;D11.4.Quantidade de computadores concectados à internet, para utilização pelos usuários
D33.fx;D29.fx.estimativa de pessoas em situação de rua em sua área de abrangência
